month,airline,delay
2004-12,KLM Royal Dutch Airlines,
2004-12,Korean Airlines,
2004-12,Lan Airlines,
2004-12,Lufthansa,
2004-12,Malaysian Airline System,
2004-12,Malev Hungarian Airlines,
2004-12,Mexicana,
2004-12,Midway Airlines,
2004-12,Midwest Express Airlines,
2004-12,Mountain Air Express,
2004-12,Northwest Airlines,
2004-12,Northwest International Airways,
2004-12,OMNI Air Express- (OY,
2004-12,Pan American Airways,
2004-12,Qantus Airways,
2004-12,Singapore Airlines,
2004-12,Skywest Airlines Inc USA,
2004-12,Southeast Airlines,
2004-12,Southwest Airlines,
2004-12,Spirit Airlines,
2004-12,Swiss Air,
2004-12,Tran Meridian Airlines,
2004-12,UAL,
2004-12,US Express,
2004-12,USA 3000 (U5,
2004-12,USAir,
2004-12,Virgin Atlantic,
2004-12,Westjet Airlines,
2005-01,ATA Aerocondor,
2005-01,Aer Lingus,
2005-01,Air Canada,
2005-01,Air France,
2005-01,Air Jamaica,
2005-01,Air Tran Airlines(do not use,
2005-01,AirTran Airlines,
2005-01,Alaska Airlines,
2005-01,Alitalia,
2005-01,Aloha Airlines,
2005-01,America Trans Air,
2005-01,America West,
2005-01,American Airlines,
2005-01,American Eagle,
2005-01,American West,
2005-01,Aviaco,
2005-01,British Airways,
2005-01,Comair,
2005-01,Continental Airlines,
2005-01,Continental Express,
2005-01,Czech Airlines,
2005-01,Delta (Song,
2005-01,Delta Air Lines,
2005-01,Frontier Airlines,
2005-01,Hawaiian Airlines,
2005-01,Horizon Air,
2005-01,Independence Air,
2005-01,Jet Blue,
2005-01,KLM Royal Dutch Airlines,
2005-01,Korean Airlines,
2005-01,Lufthansa,
2005-01,Mexicana,
2005-01,Midway Airlines,
2005-01,Midwest Express Airlines,
2005-01,Northwest Airlines,
2005-01,Pacific Southwest Airlines,
2005-01,Polish Airlines,
2005-01,Qantus Airways,
2005-01,Skywest Airlines Australia,
2005-01,Skywest Airlines Inc USA,
2005-01,Southeast Airlines,
2005-01,Southwest Airlines,
2005-01,Spirit Airlines,
2005-01,Sun Country Airlines,
2005-01,Swiss Air,
2005-01,Tran Meridian Airlines,
2005-01,UAL,
2005-01,US Express,
2005-01,USA 3000 (U5,
2005-01,USAir,
2005-01,Virgin Atlantic,
2005-02,ATA Aerocondor,
2005-02,Aer Lingus,
2005-02,Aero California,
2005-02,Aero Lloyd,
2005-02,Air Belgium International S A,
2005-02,Air Canada,
2005-02,Air France,
2005-02,Air Jamaica,
2005-02,Air Labrador,
2005-02,Air New Zealand,
2005-02,Air Tran Airlines(do not use,
2005-02,AirTran Airlines,
2005-02,Alaska Airlines,
2005-02,Alitalia,
2005-02,Aloha Airlines,
2005-02,Aloha Islandair,
2005-02,America Trans Air,
2005-02,America West,
2005-02,American Airlines,
2005-02,American Eagle,
2005-02,American West,
2005-02,Brit Air,
2005-02,British Airways,
2005-02,Cameroon Airlines,
2005-02,China Airlines,
2005-02,Continental Airlines,
2005-02,Continental Express,
2005-02,Cubana,
2005-02,Delta (Song,
2005-02,Delta Air Lines,
2005-02,Frontier Airlines,
2005-02,Greyhound Air,
2005-02,Hawaiian Airlines,
2005-02,Horizon Air,
2005-02,Independence Air,
2005-02,Japan Airlines,
2005-02,Jet Blue,
2005-02,Jet Train Airlines,
2005-02,KLM Royal Dutch Airlines,
2005-02,Korean Airlines,
2005-02,Lufthansa,
2005-02,Mexicana,
2005-02,Midwest Express Airlines,
2005-02,Northwest Airlines,
2005-02,Northwest International Airways,
2005-02,OMNI Air Express- (OY,
2005-02,Qantus Airways,
2005-02,Scandinavian Airlines Systems,
2005-02,Singapore Airlines,
2005-02,Skywest Airlines Inc USA,
2005-02,South African Airways,
2005-02,Southeast Airlines,
2005-02,Southwest Airlines,
2005-02,Spirit Airlines,
2005-02,Sun Country Airlines,
2005-02,Swiss Air,
2005-02,Thai Airways,
2005-02,Tower Air,
2005-02,Tran Meridian Airlines,
2005-02,Turkish Airlines,
2005-02,UAL,
2005-02,USA 3000 (U5,
2005-02,USAir,
2005-02,Virgin Atlantic,
2005-03,ATA Aerocondor,
2005-03,Aero Mexico,
2005-03,Air Canada,
2005-03,Air France,
2005-03,Air New Zealand,
2005-03,Air Tran Airlines(do not use,
2005-03,Air Ukraine International,
2005-03,AirTran Airlines,
2005-03,Alaska Airlines,
2005-03,Alitalia,
2005-03,All Nippon Airways,
2005-03,Allegheny Airlines,
2005-03,Allegiant Air,
2005-03,Aloha Airlines,
2005-03,America Trans Air,
2005-03,America West,
2005-03,American Airlines,
2005-03,American Eagle,
2005-03,American West,
2005-03,Austrian Airlines,
2005-03,Brit Air,
2005-03,British Airways,
2005-03,Cape Air,
2005-03,Comair,
2005-03,Continental Airlines,
2005-03,Continental Express,
2005-03,Czech Airlines,
2005-03,Delta (Song,
2005-03,Delta Air Lines,
2005-03,Estonia Air,
2005-03,Eurowings,
2005-03,Frontier Airlines,
2005-03,Frontier Aviation,
2005-03,Hawaiian Airlines,
2005-03,Horizon Air,
2005-03,Iceland Air,
2005-03,Independence Air,
2005-03,Iran Air,
2005-03,Jet Blue,
2005-03,KLM Royal Dutch Airlines,
2005-03,Korean Airlines,
2005-03,Lufthansa,
2005-03,Malaysian Airline System,
2005-03,Mexicana,
2005-03,Midwest Express Airlines,
2005-03,Mountain West,
2005-03,Northwest Airlines,
2005-03,Northwest International Airways,
2005-03,Pakistan International Airlines Cor,
2005-03,Qantus Airways,
2005-03,Royal Dutch Airlines,
2005-03,Scandinavian Airlines Systems,
2005-03,Singapore Airlines,
2005-03,Skywest Airlines Inc USA,
2005-03,Southwest Airlines,
2005-03,Spirit Airlines,
2005-03,Sun Country Airlines,
2005-03,Tran Meridian Airlines,
2005-03,UAL,
2005-03,US Express,
2005-03,USA 3000 (U5,
2005-03,USAir,
2005-03,Virgin Atlantic,
2005-03,Westjet Airlines,
2005-04,ATA Aerocondor,
2005-04,Aero Flot,
2005-04,Aero Mexico,
2005-04,Aerolineas Argentinas,
2005-04,Air Canada,
2005-04,Air China,
2005-04,Air France,
2005-04,Air Jamaica,
2005-04,Air New Zealand,
2005-04,Air Portugal,
2005-04,Air Tran Airlines(do not use,
2005-04,AirTran Airlines,
2005-04,Alaska Airlines,
2005-04,Alitalia,
2005-04,Allegiant Air,
2005-04,Aloha Airlines,
2005-04,America Trans Air,
2005-04,America West,
2005-04,American Airlines,
2005-04,American Eagle,
2005-04,American West,
2005-04,Brit Air,
2005-04,British Airways,
2005-04,British Midland Airways,
2005-04,Canadian Airlines,
2005-04,Civil Aviation - Non-Commercial Carrier,
2005-04,Continental Airlines,
2005-04,Continental Express,
2005-04,Delta (Song,
2005-04,Delta Air Lines,
2005-04,EL AL Israeli Airlines,
2005-04,Frontier Airlines,
2005-04,Hawaiian Airlines,
2005-04,Horizon Air,
2005-04,Independence Air,
2005-04,Island Airlines Nantucket,
2005-04,Japan Airlines,
2005-04,Jet Blue,
2005-04,KLM Royal Dutch Airlines,
2005-04,Korean Airlines,
2005-04,Lufthansa,
2005-04,Malev Hungarian Airlines,
2005-04,Mexicana,
2005-04,Midwest Express Airlines,
2005-04,Northwest Airlines,
2005-04,Northwest International Airways,
2005-04,OMNI Air Express- (OY,
2005-04,Olympic Airways,
2005-04,Pakistan International Airlines Cor,
2005-04,Qantus Airways,
2005-04,Saudi Arabian Airlines,
2005-04,Skywest Airlines Inc USA,
2005-04,Southwest Airlines,
2005-04,Spirit Airlines,
2005-04,Sun Country Airlines,
2005-04,Swiss Air,
2005-04,Tran Meridian Airlines,
2005-04,UAL,
2005-04,US Express,
2005-04,USA 3000 (U5,
2005-04,USAir,
2005-04,Virgin Atlantic,
2005-04,Westjet Airlines,
2005-05,ATA Aerocondor,
2005-05,Aer Lingus,
2005-05,Aero Mexico,
2005-05,Aerosweet Airlines,
2005-05,Air Canada,
2005-05,Air China,
2005-05,Air France,
2005-05,Air Jamaica,
2005-05,Air New Zealand,
2005-05,Air Tran Airlines(do not use,
2005-05,AirTran Airlines,
2005-05,Alaska Airlines,
2005-05,Alitalia,
2005-05,Allegiant Air,
2005-05,Aloha Airlines,
2005-05,America Trans Air,
2005-05,America West,
2005-05,American Airlines,
2005-05,American Eagle,
2005-05,American West,
2005-05,Austrian Airlines,
2005-05,Brit Air,
2005-05,British Airways,
2005-05,British Midland Airways,
2005-05,Civil Aviation - Non-Commercial Carrier,
2005-05,Comair,
2005-05,Continental Airlines,
2005-05,Continental Express,
2005-05,Delta (Song,
2005-05,Delta Air Lines,
2005-05,EL AL Israeli Airlines,
2005-05,Egypt Air,
2005-05,Frontier Airlines,
2005-05,Hawaiian Airlines,
2005-05,Hooters Air (PACE,
2005-05,Horizon Air,
2005-05,Independence Air,
2005-05,Jet Blue,
2005-05,Jet Train Airlines,
2005-05,KLM Royal Dutch Airlines,
2005-05,Korean Airlines,
2005-05,LOT Polish Airlines,
2005-05,Lan Airlines,
2005-05,Lufthansa,
2005-05,Mexicana,
2005-05,Middle East Airlines,
2005-05,Midway Airlines,
2005-05,Midwest Express Airlines,
2005-05,Northwest Airlines,
2005-05,Northwest International Airways,
2005-05,OMNI Air Express- (OY,
2005-05,Olympic Airways,
2005-05,Qantus Airways,
2005-05,Scandinavian Airlines Systems,
2005-05,Singapore Airlines,
2005-05,Skywest Airlines Inc USA,
2005-05,Southeast Airlines,
2005-05,Southwest Airlines,
2005-05,Spirit Airlines,
2005-05,Sun Country Airlines,
2005-05,Swiss Air,
2005-05,Tran Meridian Airlines,
2005-05,Turkish Airlines,
2005-05,UAL,
2005-05,USA 3000 (U5,
2005-05,USAir,
2005-05,Virgin Atlantic,
2005-06,ATA Aerocondor,
2005-06,Aer Lingus,
2005-06,Air Atlantic,
2005-06,Air Canada,
2005-06,Air China,
2005-06,Air France,
2005-06,Air Jamaica,
2005-06,Air Portugal,
2005-06,Air Tran Airlines(do not use,
2005-06,AirTran Airlines,
2005-06,Alaska Airlines,
2005-06,Alitalia,
2005-06,Allegiant Air,
2005-06,Aloha Airlines,
2005-06,America Trans Air,
2005-06,America West,
2005-06,American Airlines,
2005-06,American Eagle,
2005-06,American West,
2005-06,Austrian Airlines,
2005-06,Avianca,
2005-06,British Airways,
2005-06,Canadian Airlines,
2005-06,Cathay Pacific - CX,
2005-06,Civil Aviation - Non-Commercial Carrier,
2005-06,Comair,
2005-06,Continental Airlines,
2005-06,Continental Express,
2005-06,Delta (Song,
2005-06,Delta Air Lines,
2005-06,Frontier Airlines,
2005-06,Grupo TACA,
2005-06,Hawaiian Airlines,
2005-06,Hooters Air (PACE,
2005-06,Horizon Air,
2005-06,Independence Air,
2005-06,Jet Blue,
2005-06,KLM Royal Dutch Airlines,
2005-06,Lan Airlines,
2005-06,Lufthansa,
2005-06,Malaysian Airline System,
2005-06,Midwest Express Airlines,
2005-06,North American Airlines,
2005-06,Northwest Airlines,
2005-06,OMNI Air Express- (OY,
2005-06,Pacific Southwest Airlines,
2005-06,Polish Airlines,
2005-06,Qantus Airways,
2005-06,Singapore Airlines,
2005-06,Skywest Airlines Inc USA,
2005-06,South African Airways,
2005-06,Southeast Airlines,
2005-06,Southwest Airlines,
2005-06,Spirit Airlines,
2005-06,Sun Country Airlines,
2005-06,Tran Meridian Airlines,
2005-06,UAL,
2005-06,US Express,
2005-06,USA 3000 (U5,
2005-06,USAir,
2005-06,Virgin Atlantic,
2005-06,Western Pacific Airlines Inc Westpac,
2005-07,ATA Aerocondor,
2005-07,Aer Lingus,
2005-07,Aero Flot,
2005-07,Air Canada,
2005-07,Air China,
2005-07,Air France,
2005-07,Air Jamaica,
2005-07,Air Tran Airlines(do not use,
2005-07,AirTran Airlines,
2005-07,Alaska Airlines,
2005-07,Alitalia,
2005-07,Aloha Airlines,
2005-07,America Trans Air,
2005-07,America West,
2005-07,American Airlines,
2005-07,American Eagle,
2005-07,American West,
2005-07,Austrian Airlines,
2005-07,British Airways,
2005-07,Cameroon Airlines,
2005-07,China Airlines,
2005-07,Civil Aviation - Non-Commercial Carrier,
2005-07,Comair,
2005-07,Continental Airlines,
2005-07,Continental Express,
2005-07,Czechoslavak Airlines,
2005-07,Delta (Song,
2005-07,Delta Air Lines,
2005-07,EL AL Israeli Airlines,
2005-07,Frontier Airlines,
2005-07,Hawaiian Airlines,
2005-07,Horizon Air,
2005-07,Independence Air,
2005-07,Jet Blue,
2005-07,KLM Royal Dutch Airlines,
2005-07,Korean Airlines,
2005-07,Lufthansa,
2005-07,Mexicana,
2005-07,Midway Airlines,
2005-07,Midwest Express Airlines,
2005-07,Northwest Airlines,
2005-07,Northwest International Airways,
2005-07,Qantus Airways,
2005-07,Scandinavian Airlines Systems,
2005-07,Skywest Airlines Inc USA,
2005-07,Southwest Airlines,
2005-07,Spirit Airlines,
2005-07,Sun Country Airlines,
2005-07,Thai Airways,
2005-07,Tran Meridian Airlines,
2005-07,UAL,
2005-07,US Express,
2005-07,USA 3000 (U5,
2005-07,USAir,
2005-07,Virgin Atlantic,
2005-07,Westjet Airlines,
2005-08,ATA Aerocondor,
2005-08,Aero Mexico,
2005-08,Air Canada,
2005-08,Air France,
2005-08,Air Tran Airlines(do not use,
2005-08,AirTran Airlines,
2005-08,Alaska Airlines,
2005-08,Alitalia,
2005-08,Allegiant Air,
2005-08,Aloha Airlines,
2005-08,Aloha Islandair,
2005-08,America Trans Air,
2005-08,America West,
2005-08,American Airlines,
2005-08,American Eagle,
2005-08,American West,
2005-08,Austrian Airlines,
2005-08,British Airways,
2005-08,Cape Air,
2005-08,Cathay Pacific - CX,
2005-08,China Airlines,
2005-08,Civil Aviation - Non-Commercial Carrier,
2005-08,Comair,
2005-08,Continental Airlines,
2005-08,Continental Express,
2005-08,Delta (Song,
2005-08,Delta Air Lines,
2005-08,EL AL Israeli Airlines,
2005-08,Frontier Airlines,
2005-08,Hawaiian Airlines,
2005-08,Hooters Air (PACE,
2005-08,Horizon Air,
2005-08,Iceland Air,
2005-08,Independence Air,
2005-08,Indian Airlines,
2005-08,Japan Airlines,
2005-08,Jet Blue,
2005-08,KLM Royal Dutch Airlines,
2005-08,Korean Airlines,
2005-08,Lufthansa,
2005-08,Malaysian Airline System,
2005-08,Mexicana,
2005-08,Midway Airlines,
2005-08,Midwest Express Airlines,
2005-08,Monarch Airlines,
2005-08,Northwest Airlines,
2005-08,Northwest International Airways,
2005-08,OMNI Air Express- (OY,
2005-08,Olympic Airways,
2005-08,Pan American Airways,
2005-08,Saudi Arabian Airlines,
2005-08,Scandinavian Airlines Systems,
2005-08,Singapore Airlines,
2005-08,Skywest Airlines Inc USA,
2005-08,Southwest Airlines,
2005-08,Spirit Airlines,
2005-08,Sun Country Airlines,
2005-08,Swiss Air,
2005-08,Thai Airways,
2005-08,Tran Meridian Airlines,
2005-08,Turkish Airlines,
2005-08,UAL,
2005-08,US Express,
2005-08,USA 3000 (U5,
2005-08,USAir,
2005-08,Virgin Atlantic,
2005-09,ATA Aerocondor,
2005-09,Aero Flot,
2005-09,Aero Mexico,
2005-09,Air Canada,
2005-09,Air France,
2005-09,Air Tran Airlines(do not use,
2005-09,AirTran Airlines,
2005-09,Alaska Airlines,
2005-09,Alitalia,
2005-09,Allegiant Air,
2005-09,Aloha Airlines,
2005-09,America Trans Air,
2005-09,America West,
2005-09,American Airlines,
2005-09,American Eagle,
2005-09,American West,
2005-09,Austrian Airlines,
2005-09,Avianca,
2005-09,British Airways,
2005-09,China Airlines,
2005-09,China Eastern Airlines,
2005-09,Comair,
2005-09,Continental Airlines,
2005-09,Continental Express,
2005-09,Delta (Song,
2005-09,Delta Air Lines,
2005-09,EL AL Israeli Airlines,
2005-09,Frontier Airlines,
2005-09,Grupo TACA,
2005-09,Hawaiian Airlines,
2005-09,Hooters Air (PACE,
2005-09,Horizon Air,
2005-09,Independence Air,
2005-09,Island Airlines Nantucket,
2005-09,Japan Airlines,
2005-09,Jet Blue,
2005-09,KLM Royal Dutch Airlines,
2005-09,Lufthansa,
2005-09,Mexicana,
2005-09,Midwest Express Airlines,
2005-09,Monarch Airlines,
2005-09,Northwest Airlines,
2005-09,Olympic Airways,
2005-09,Qantus Airways,
2005-09,Royal Dutch Airlines,
2005-09,Scandinavian Airlines Systems,
2005-09,Skywest Airlines Inc USA,
2005-09,South African Airways,
2005-09,Southwest Airlines,
2005-09,Spirit Airlines,
2005-09,Sun Country Airlines,
2005-09,Tran Meridian Airlines,
2005-09,UAL,
2005-09,US Express,
2005-09,USA 3000 (U5,
2005-09,USAir,
2005-09,Virgin Atlantic,
2005-09,Westjet Airlines,
2005-10,ATA Aerocondor,
2005-10,Aero Mexico,
2005-10,Air Canada,
2005-10,Air China,
2005-10,Air France,
2005-10,Air Jamaica,
2005-10,Air Portugal,
2005-10,Air Tran Airlines(do not use,
2005-10,AirTran Airlines,
2005-10,Alaska Airlines,
2005-10,Alitalia,
2005-10,Allegiant Air,
2005-10,Aloha Airlines,
2005-10,America Trans Air,
2005-10,America West,
2005-10,American Airlines,
2005-10,American Eagle,
2005-10,American West,
2005-10,Brit Air,
2005-10,British Airways,
2005-10,Cathay Pacific - CX,
2005-10,Continental Airlines,
2005-10,Continental Express,
2005-10,Delta (Song,
2005-10,Delta Air Lines,
2005-10,EL AL Israeli Airlines,
2005-10,Frontier Airlines,
2005-10,Hawaiian Airlines,
2005-10,Horizon Air,
2005-10,Independence Air,
2005-10,Island Airlines Nantucket,
2005-10,Japan Airlines,
2005-10,Jet Blue,
2005-10,KLM Royal Dutch Airlines,
2005-10,Korean Airlines,
2005-10,Kuwait Airlines,
2005-10,LOT Polish Airlines,
2005-10,Lufthansa,
2005-10,Mexicana,
2005-10,Midwest Express Airlines,
2005-10,Northwest Airlines,
2005-10,Northwest International Airways,
2005-10,Qantus Airways,
2005-10,Royal Jordanian Airline,
2005-10,Scandinavian Airlines Systems,
2005-10,Skywest Airlines Inc USA,
2005-10,South African Airways,
2005-10,Southwest Airlines,
2005-10,Spirit Airlines,
2005-10,Sun Country Airlines,
2005-10,Tran Meridian Airlines,
2005-10,UAL,
2005-10,US Express,
2005-10,USA 3000 (U5,
2005-10,USAir,
2005-10,Virgin Atlantic,
2005-10,Westjet Airlines,
2005-11,ATA Aerocondor,
2005-11,Aer Lingus,
2005-11,Aero Mexico,
2005-11,Air Canada,
2005-11,Air France,
2005-11,Air Jamaica,
2005-11,Air Tran Airlines(do not use,
2005-11,AirTran Airlines,
2005-11,Alaska Airlines,
2005-11,Alitalia,
2005-11,All Nippon Airways,
2005-11,Allegiant Air,
2005-11,Aloha Airlines,
2005-11,America West,
2005-11,American Airlines,
2005-11,American Eagle,
2005-11,American West,
2005-11,Brit Air,
2005-11,British Airways,
2005-11,British West Indies Airlines,
2005-11,China Airlines,
2005-11,Civil Aviation - Non-Commercial Carrier,
2005-11,Comair,
2005-11,Continental Airlines,
2005-11,Czech Airlines,
2005-11,Delta (Song,
2005-11,Delta Air Lines,
2005-11,Frontier Airlines,
2005-11,Hawaiian Airlines,
2005-11,Hooters Air (PACE,
2005-11,Horizon Air,
2005-11,Independence Air,
2005-11,Jet Blue,
2005-11,KLM Royal Dutch Airlines,
2005-11,LOT Polish Airlines,
2005-11,Lufthansa,
2005-11,Midwest Express Airlines,
2005-11,Northwest Airlines,
2005-11,Northwest International Airways,
2005-11,OMNI Air Express- (OY,
2005-11,Qantus Airways,
2005-11,Royal Jordanian Airline,
2005-11,Scandinavian Airlines Systems,
2005-11,Southwest Airlines,
2005-11,Spirit Airlines,
2005-11,Sun Country Airlines,
2005-11,Swiss Air,
2005-11,Tran Meridian Airlines,
2005-11,UAL,
2005-11,US Express,
2005-11,USA 3000 (U5,
2005-11,USAir,
2005-11,Virgin Atlantic,
2005-12,ATA Aerocondor,
2005-12,Aer Lingus,
2005-12,Aero Mexico,
2005-12,Air Canada,
2005-12,Air France,
2005-12,Air Pacific,
2005-12,Air Tran Airlines(do not use,
2005-12,AirTran Airlines,
2005-12,Alaska Airlines,
2005-12,Alitalia,
2005-12,Allegiant Air,
2005-12,Aloha Airlines,
2005-12,Aloha Islandair,
2005-12,America Trans Air,
2005-12,America West,
2005-12,American Airlines,
2005-12,American Eagle,
2005-12,American West,
2005-12,British Airways,
2005-12,Cayman Airlines,
2005-12,China Airlines,
2005-12,Continental Airlines,
2005-12,Delta (Song,
2005-12,Delta Air Lines,
2005-12,EL AL Israeli Airlines,
2005-12,Frontier Airlines,
2005-12,Hawaiian Airlines,
2005-12,Horizon Air,
2005-12,Iceland Air,
2005-12,Independence Air,
2005-12,Jet Blue,
2005-12,KLM Royal Dutch Airlines,
2005-12,Korean Airlines,
2005-12,Kuwait Airways,
2005-12,Lufthansa,
2005-12,Mexicana,
2005-12,Midwest Express Airlines,
2005-12,Northwest Airlines,
2005-12,OMNI Air Express- (OY,
2005-12,Qantus Airways,
2005-12,Royal Dutch Airlines,
2005-12,Scandinavian Airlines Systems,
2005-12,Skywest Airlines Inc USA,
2005-12,Southwest Airlines,
2005-12,Spirit Airlines,
2005-12,Sun Country Airlines,
2005-12,Swiss Air,
2005-12,Tran Meridian Airlines,
2005-12,UAL,
2005-12,US Express,
2005-12,USA 3000 (U5,
2005-12,USAir,
2005-12,Virgin Atlantic,
2005-12,Westjet Airlines,
2006-01,ATA Aerocondor,
2006-01,Aero Mexico,
2006-01,Air Canada,
2006-01,Air France,
2006-01,Air Jamaica,
2006-01,Air Pacific,
2006-01,Air Tran Airlines(do not use,
2006-01,AirTran Airlines,
2006-01,Alaska Airlines,
2006-01,Alitalia,
2006-01,Allegiant Air,
2006-01,Aloha Airlines,
2006-01,Aloha Islandair,
2006-01,America Trans Air,
2006-01,America West,
2006-01,American Airlines,
2006-01,American Eagle,
2006-01,American West,
2006-01,Brit Air,
2006-01,British Airways,
2006-01,Cathay Pacific - CX,
2006-01,China Airlines,
2006-01,Comair,
2006-01,Continental Airlines,
2006-01,Continental Express,
2006-01,Delta (Song,
2006-01,Delta Air Lines,
2006-01,EL AL Israeli Airlines,
2006-01,Frontier Airlines,
2006-01,Hawaiian Airlines,
2006-01,Horizon Air,
2006-01,Independence Air,
2006-01,Indian Airlines,
2006-01,Japan Airlines,
2006-01,Jet Blue,
2006-01,KLM Royal Dutch Airlines,
2006-01,Korean Airlines,
2006-01,Lan Airlines,
2006-01,Lufthansa,
2006-01,Mexicana,
2006-01,Midwest Express Airlines,
2006-01,Northwest Airlines,
2006-01,Pakistan International Airlines Cor,
2006-01,Pan American Airways,
2006-01,Qantus Airways,
2006-01,Royal Jordanian Airline,
