month,airline,delay
2012-06,Cape Air,
2012-06,Continental Airlines,
2012-06,Delta Air Lines,
2012-06,Emirates,
2012-06,Frontier Airlines,
2012-06,Hawaiian Airlines,
2012-06,Horizon Air,
2012-06,Jet Blue,
2012-06,Lan Airlines,
2012-06,Lufthansa,
2012-06,Qantus Airways,
2012-06,Royal Dutch Airlines,
2012-06,South African Airways,
2012-06,Southwest Airlines,
2012-06,Spirit Airlines,
2012-06,Swiss Air,
2012-06,UAL,
2012-06,USAir,
2012-06,Virgin America,
2012-06,Virgin Atlantic,
2012-06,Westjet Airlines,
2012-07,Aerolineas Argentinas,
2012-07,Air Canada,
2012-07,Air France,
2012-07,AirTran Airlines,
2012-07,Alaska Airlines,
2012-07,Allegiant Air,
2012-07,American Airlines,
2012-07,Avianca,
2012-07,British Airways,
2012-07,Delta Air Lines,
2012-07,EL AL Israeli Airlines,
2012-07,EVA airlines,
2012-07,Emirates,
2012-07,Frontier Airlines,
2012-07,Hawaiian Airlines,
2012-07,Iberia Airlines,
2012-07,Iceland Air,
2012-07,JALways Airlines,
2012-07,Jet Airways,
2012-07,Jet Blue,
2012-07,Korean Airlines,
2012-07,Lufthansa,
2012-07,South African Airways,
2012-07,Southwest Airlines,
2012-07,Spirit Airlines,
2012-07,Turkish Airlines,
2012-07,UAL,
2012-07,USAir,
2012-07,Westjet Airlines,
2012-08,AirTran Airlines,
2012-08,Alaska Airlines,
2012-08,Allegiant Air,
2012-08,America West,
2012-08,American Airlines,
2012-08,British Airways,
2012-08,Cape Air,
2012-08,Cathay Pacific - CX,
2012-08,Condor Air,
2012-08,Continental Airlines,
2012-08,Delta Air Lines,
2012-08,Ethopian Airlines,
2012-08,Etihad Airways,
2012-08,Frontier Airlines,
2012-08,Hawaiian Airlines,
2012-08,Iceland Air,
2012-08,Japan Airlines,
2012-08,Jet Airways,
2012-08,Jet Blue,
2012-08,Korean Airlines,
2012-08,Lan Airlines,
2012-08,Lufthansa,
2012-08,Polish Airlines,
2012-08,Royal Dutch Airlines,
2012-08,Southwest Airlines,
2012-08,Spirit Airlines,
2012-08,Sun Country Airlines,
2012-08,UAL,
2012-08,USAir,
2012-08,Virgin America,
2012-08,Westjet Airlines,
2012-09,Air Canada,
2012-09,AirTran Airlines,
2012-09,Alaska Airlines,
2012-09,Allegiant Air,
2012-09,American Airlines,
2012-09,British Airways,
2012-09,Cape Air,
2012-09,Delta Air Lines,
2012-09,Emirates,
2012-09,Frontier Airlines,
2012-09,Hawaiian Airlines,
2012-09,Jet Blue,
2012-09,KLM Royal Dutch Airlines,
2012-09,Korean Airlines,
2012-09,Lufthansa,
2012-09,Porter Airlines,
2012-09,Southwest Airlines,
2012-09,Spirit Airlines,
2012-09,Swiss Air,
2012-09,TACA airlines,
2012-09,TAM airlines,
2012-09,Thai Airways,
2012-09,UAL,
2012-09,USAir,
2012-09,Virgin America,
2012-09,Virgin Atlantic,
2012-09,Volaris Airlines,
2012-09,Westjet Airlines,
2012-10,Air France,
2012-10,AirTran Airlines,
2012-10,Alaska Airlines,
2012-10,Allegiant Air,
2012-10,American Airlines,
2012-10,British Airways,
2012-10,Continental Airlines,
2012-10,Delta Air Lines,
2012-10,Frontier Airlines,
2012-10,Frontier Aviation,
2012-10,Great Lakes Airline,
2012-10,Hawaiian Airlines,
2012-10,Iberia Airlines,
2012-10,Iceland Air,
2012-10,Island Air,
2012-10,Jet Blue,
2012-10,KLM Royal Dutch Airlines,
2012-10,Lufthansa,
2012-10,Scandinavian Airlines Systems,
2012-10,Singapore Airlines,
2012-10,Skywest Airlines Inc USA,
2012-10,Southwest Airlines,
2012-10,Spirit Airlines,
2012-10,Thai Airways,
2012-10,UAL,
2012-10,USAir,
2012-10,Virgin America,
2012-10,Virgin Atlantic,
2012-10,Westjet Airlines,
2012-11,Air Canada,
2012-11,Air France,
2012-11,Air New Zealand,
2012-11,AirTran Airlines,
2012-11,Alaska Airlines,
2012-11,Alitalia,
2012-11,Allegiant Air,
2012-11,American Airlines,
2012-11,American Eagle,
2012-11,Avianca,
2012-11,British Airways,
2012-11,Delta Air Lines,
2012-11,Frontier Airlines,
2012-11,Hawaiian Airlines,
2012-11,Iceland Air,
2012-11,Japan Airlines,
2012-11,Jet Blue,
2012-11,Lan Airlines,
2012-11,Lufthansa,
2012-11,Qantus Airways,
2012-11,Royal Jordanian Airline,
2012-11,Scandinavian Airlines Systems,
2012-11,Southwest Airlines,
2012-11,Spirit Airlines,
2012-11,Sun Country Airlines,
2012-11,Swiss Air,
2012-11,TACA airlines,
2012-11,TAP Portugal,
2012-11,Thai Airways,
2012-11,Turkish Airlines,
2012-11,UAL,
2012-11,US Express,
2012-11,USAir,
2012-11,V Australia,
2012-11,Virgin America,
2012-11,Virgin Atlantic,
2012-11,Westjet Airlines,
2012-12,Aer Lingus,
2012-12,Aero Mexico,
2012-12,Air Canada,
2012-12,Air France,
2012-12,AirTran Airlines,
2012-12,Alaska Airlines,
2012-12,Allegiant Air,
2012-12,American Airlines,
2012-12,Avianca,
2012-12,British Airways,
2012-12,Cape Air,
2012-12,Carribean Airlines,
2012-12,Delta Air Lines,
2012-12,EVA airlines,
2012-12,Emirates,
2012-12,Frontier Airlines,
2012-12,Hawaiian Airlines,
2012-12,Horizon Air,
2012-12,Jet Blue,
2012-12,Lan Airlines,
2012-12,Mesa Airlines,
2012-12,Qantus Airways,
2012-12,Scandinavian Airlines Systems,
2012-12,Southwest Airlines,
2012-12,Spirit Airlines,
2012-12,Sun Country Airlines,
2012-12,Swiss Air,
2012-12,UAL,
2012-12,USAir,
2012-12,Virgin America,
2012-12,Virgin Atlantic,
2012-12,Westjet Airlines,
2013-01,Aer Lingus,
2013-01,Aero Mexico,
2013-01,Air Berlin,
2013-01,Air Canada,
2013-01,AirTran Airlines,
2013-01,Alaska Airlines,
2013-01,All Nippon Airways,
2013-01,Allegiant Air,
2013-01,American Airlines,
2013-01,American Eagle,
2013-01,British Airways,
2013-01,Cape Air,
2013-01,Carribean Airlines,
2013-01,Cathay Pacific - CX,
2013-01,Continental Airlines,
2013-01,Copa Airlines,
2013-01,Delta Air Lines,
2013-01,EL AL Israeli Airlines,
2013-01,Egypt Air,
2013-01,Frontier Airlines,
2013-01,Hainan Airlines,
2013-01,Hawaiian Airlines,
2013-01,Horizon Air,
2013-01,JALways Airlines,
2013-01,Jet Blue,
2013-01,Korean Airlines,
2013-01,Kuwait Airlines,
2013-01,Lufthansa,
2013-01,OMNI Air Express- (OY,
2013-01,Philippine Airlines,
2013-01,Qantus Airways,
2013-01,Royal Jordanian Airline,
2013-01,Singapore Airlines,
2013-01,South African Airways,
2013-01,Southwest Airlines,
2013-01,Spirit Airlines,
2013-01,Sun Country Airlines,
2013-01,Swiss Air,
2013-01,TAM airlines,
2013-01,TAP Portugal,
2013-01,UAL,
2013-01,USAir,
2013-01,Virgin America,
2013-01,Virgin Atlantic,
2013-01,Volaris Airlines,
2013-01,Westjet Airlines,
2013-02,Air France,
2013-02,AirTran Airlines,
2013-02,Alaska Airlines,
2013-02,Alitalia,
2013-02,Allegiant Air,
2013-02,American Airlines,
2013-02,Avianca,
2013-02,British Airways,
2013-02,Cape Air,
2013-02,Carribean Airlines,
2013-02,Delta Air Lines,
2013-02,EVA airlines,
2013-02,Frontier Airlines,
2013-02,Hawaiian Airlines,
2013-02,Jet Blue,
2013-02,Korean Airlines,
2013-02,Lan Airlines,
2013-02,Lufthansa,
2013-02,Porter Airlines,
2013-02,Singapore Airlines,
2013-02,Southwest Airlines,
2013-02,Sun Country Airlines,
2013-02,Swiss Air,
2013-02,TAM airlines,
2013-02,UAL,
2013-02,US Express,
2013-02,USAir,
2013-02,Virgin America,
2013-02,Virgin Atlantic,
2013-02,Virgin Express,
2013-02,Volaris Airlines,
2013-02,Westjet Airlines,
2013-02,vivaAerobus,
2013-03,Aeroflot Russian International,
2013-03,Air Canada,
2013-03,Air France,
2013-03,AirTran Airlines,
2013-03,Alaska Airlines,
2013-03,Allegiant Air,
2013-03,American Airlines,
2013-03,Bahama Airlines,
2013-03,British Airways,
2013-03,China Eastern Airlines,
2013-03,Delta Air Lines,
2013-03,EVA airlines,
2013-03,Frontier Airlines,
2013-03,Hawaiian Airlines,
2013-03,Jet Blue,
2013-03,KLM Royal Dutch Airlines,
2013-03,Lan Airlines,
2013-03,Lufthansa,
2013-03,Porter Airlines,
2013-03,Qantus Airways,
2013-03,Singapore Airlines,
2013-03,Southwest Airlines,
2013-03,Spirit Airlines,
2013-03,SunWing Airlines,
2013-03,TAM airlines,
2013-03,UAL,
2013-03,USAir,
2013-03,Virgin America,
2013-03,Virgin Atlantic,
2013-03,Vision Airlines,
2013-03,Westjet Airlines,
2013-04,Aero Flot,
2013-04,Air Canada,
2013-04,AirTran Airlines,
2013-04,Alaska Airlines,
2013-04,Alitalia,
2013-04,Allegiant Air,
2013-04,American Airlines,
2013-04,Arik Airlines,
2013-04,Avianca,
2013-04,British Airways,
2013-04,Cape Air,
2013-04,Carribean Airlines,
2013-04,Continental Airlines,
2013-04,Delta Air Lines,
2013-04,EL AL Israeli Airlines,
2013-04,Emirates,
2013-04,Frontier Airlines,
2013-04,Hawaiian Airlines,
2013-04,Horizon Air,
2013-04,JALways Airlines,
2013-04,Jet Airways,
2013-04,Jet Blue,
2013-04,KLM Royal Dutch Airlines,
2013-04,Korean Airlines,
2013-04,Lufthansa,
2013-04,Malaysian Airline System,
2013-04,Qantus Airways,
2013-04,Southwest Airlines,
2013-04,Spirit Airlines,
2013-04,Sun Country Airlines,
2013-04,TAM airlines,
2013-04,Transaero Airlines,
2013-04,Turkish Airlines,
2013-04,UAL,
2013-04,USAir,
2013-04,Virgin America,
2013-04,Virgin Atlantic,
2013-04,Virgin Express,
2013-04,Westjet Airlines,
2013-05,Air Canada,
2013-05,Air China,
2013-05,Air Europa,
2013-05,AirTran Airlines,
2013-05,Alaska Airlines,
2013-05,Allegiant Air,
2013-05,American Airlines,
2013-05,Austrian Airlines,
2013-05,British Airways,
2013-05,Cathay Pacific - CX,
2013-05,Delta Air Lines,
2013-05,EL AL Israeli Airlines,
2013-05,Frontier Airlines,
2013-05,Hawaiian Airlines,
2013-05,Jet Blue,
2013-05,Lufthansa,
2013-05,Philippine Airlines,
2013-05,Qantus Airways,
2013-05,Southwest Airlines,
2013-05,Spirit Airlines,
2013-05,Turkish Airlines,
2013-05,UAL,
2013-05,USAir,
2013-05,Virgin America,
2013-05,Volaris Airlines,
2013-05,Westjet Airlines,
2013-06,Air Canada,
2013-06,Air France,
2013-06,Air India,
2013-06,AirTran Airlines,
2013-06,Alaska Airlines,
2013-06,Allegiant Air,
2013-06,American Airlines,
2013-06,British Airways,
2013-06,Delta Air Lines,
2013-06,EL AL Israeli Airlines,
2013-06,Frontier Airlines,
2013-06,Hawaiian Airlines,
2013-06,Iberia Airlines,
2013-06,Jet Blue,
2013-06,Lufthansa,
2013-06,Southeast Airlines,
2013-06,Southwest Airlines,
2013-06,Spirit Airlines,
2013-06,Sun Country Airlines,
2013-06,Swiss Air,
2013-06,Turkish Airlines,
2013-06,UAL,
2013-06,USAir,
2013-06,Virgin America,
2013-06,Virgin Atlantic,
2013-07,Aero Mexico,
2013-07,Air Berlin,
2013-07,Air France,
2013-07,Air New Zealand,
2013-07,AirTran Airlines,
2013-07,Alaska Airlines,
2013-07,Allegiant Air,
2013-07,American Airlines,
2013-07,Asiana Airlines,
2013-07,British Airways,
2013-07,Carribean Airlines,
2013-07,Delta Air Lines,
2013-07,EL AL Israeli Airlines,
2013-07,ERA aviation Air,
2013-07,Emirates,
2013-07,Frontier Airlines,
2013-07,Hawaiian Airlines,
2013-07,Jet Blue,
2013-07,Lan Airlines,
2013-07,Mesa Airlines,
2013-07,Monarch Airlines,
2013-07,Philippine Airlines,
2013-07,Southwest Airlines,
2013-07,Spirit Airlines,
2013-07,Sun Country Airlines,
2013-07,Swiss Air,
2013-07,Transaero Airlines,
2013-07,Turkish Airlines,
2013-07,UAL,
2013-07,USAir,
2013-07,Virgin America,
2013-07,Westjet Airlines,
2013-08,Air Canada,
2013-08,Air France,
2013-08,AirTran Airlines,
2013-08,Alaska Airlines,
2013-08,Alitalia,
2013-08,Allegiant Air,
2013-08,America Trans Air,
2013-08,American Airlines,
2013-08,American Eagle,
2013-08,Carribean Airlines,
2013-08,China Airlines,
2013-08,Delta Air Lines,
2013-08,EL AL Israeli Airlines,
2013-08,Emirates,
2013-08,Ethopian Airlines,
2013-08,Frontier Airlines,
2013-08,Hawaiian Airlines,
2013-08,Island Air,
2013-08,Jet Blue,
2013-08,Lufthansa,
2013-08,Scandinavian Airlines Systems,
2013-08,South African Airways,
2013-08,Southwest Airlines,
2013-08,Spirit Airlines,
2013-08,Swiss Air,
2013-08,Turkish Airlines,
2013-08,UAL,
2013-08,USAir,
2013-08,Virgin America,
2013-08,Virgin Atlantic,
2013-09,Air Canada,
2013-09,Air France,
2013-09,Air New Zealand,
2013-09,AirTran Airlines,
2013-09,Alaska Airlines,
2013-09,America West,
2013-09,American Airlines,
2013-09,British Airways,
2013-09,Delta Air Lines,
2013-09,Direct Air,
2013-09,Frontier Airlines,
2013-09,Hawaiian Airlines,
2013-09,Iceland Air,
2013-09,Jet Blue,
2013-09,Lan Airlines,
2013-09,Lufthansa,
2013-09,Qatar airlines,
2013-09,Scandinavian Airlines Systems,
2013-09,Southwest Airlines,
2013-09,Spirit Airlines,
2013-09,TAP Portugal,
2013-09,UAL,
2013-09,USAir,
2013-09,Virgin America,
2013-10,Aer Lingus,
2013-10,Air Berlin,
2013-10,Alaska Airlines,
2013-10,Allegiant Air,
2013-10,American Airlines,
2013-10,Delta Air Lines,
2013-10,Hawaiian Airlines,
2013-10,Jet Blue,
2013-10,KLM Royal Dutch Airlines,
2013-10,Qantus Airways,
2013-10,Southwest Airlines,
2013-10,Spirit Airlines,
2013-10,UAL,
2013-10,USAir,
2013-10,Vision Airlines,
2013-10,Westjet Airlines,
2013-10,XL Airways,
2013-11,Air Canada,
2013-11,Air France,
2013-11,AirTran Airlines,
2013-11,Alaska Airlines,
2013-11,American Airlines,
2013-11,British Airways,
2013-11,Cape Air,
2013-11,Delta Air Lines,
2013-11,Hawaiian Airlines,
2013-11,Jet Blue,
2013-11,KLM Royal Dutch Airlines,
2013-11,Southwest Airlines,
2013-11,Spirit Airlines,
2013-11,UAL,
2013-11,USAir,
2013-11,Virgin America,
2013-11,Westjet Airlines,
2013-12,Alaska Airlines,
2013-12,American Airlines,
2013-12,American Eagle,
2013-12,Carribean Airlines,
2013-12,Delta Air Lines,
2013-12,Frontier Airlines,
2013-12,Jet Blue,
2013-12,Lufthansa,
2013-12,Southwest Airlines,
2013-12,Spirit Airlines,
2013-12,Turkish Airlines,
2013-12,UAL,
2013-12,USAir,
2013-12,Virgin America,
2014-01,Aero Flot,
2014-01,Aero Mexico,
2014-01,Aeroflot Russian International,
2014-01,Air Canada,
2014-01,Air China,
2014-01,Air France,
2014-01,AirTran Airlines,
2014-01,Alaska Airlines,
2014-01,Alitalia,
2014-01,All Nippon Airways,
2014-01,Allegiant Air,
2014-01,American Airlines,
2014-01,American Eagle,
2014-01,Austrian Airlines,
2014-01,Aviaco,
2014-01,Brit Air,
2014-01,British Airways,
2014-01,Delta Air Lines,
2014-01,Etihad Airways,
2014-01,Frontier Airlines,
2014-01,Hawaiian Airlines,
2014-01,Jet Blue,
2014-01,KLM Royal Dutch Airlines,
2014-01,Korean Airlines,
2014-01,Lufthansa,
2014-01,Porter Airlines,
2014-01,Qantas Airlines,
2014-01,South African Airways,
2014-01,Southwest Airlines,
2014-01,Spirit Airlines,
2014-01,Sun Country Airlines,
2014-01,Turkish Airlines,
2014-01,UAL,
2014-01,USAir,
2014-01,Virgin America,
2014-01,Virgin Atlantic,
2014-02,Aero Flot,
2014-02,Aerolineas Argentinas,
2014-02,Air Canada,
2014-02,Air China,
2014-02,Air New Zealand,
2014-02,AirTran Airlines,
2014-02,Alaska Airlines,
2014-02,Alitalia,
2014-02,Allegiant Air,
2014-02,American Airlines,
2014-02,American Eagle,
2014-02,British Airways,
2014-02,Carribean Airlines,
2014-02,Cathay Pacific - CX,
2014-02,Delta Air Lines,
2014-02,EVA airlines,
2014-02,Emirates,
2014-02,Frontier Airlines,
2014-02,Hawaiian Airlines,
2014-02,Iberia Airlines,
2014-02,Jet Blue,
2014-02,KLM Royal Dutch Airlines,
2014-02,Korean Airlines,
2014-02,Lufthansa,
2014-02,Qantas Airlines,
2014-02,Santa Barbara Airlines,
2014-02,Sata,
2014-02,Saudi Arabian Airlines,
2014-02,Southwest Airlines,
2014-02,Spirit Airlines,
2014-02,Sun Country Airlines,
2014-02,UAL,
2014-02,US Express,
2014-02,USAir,
2014-02,Virgin America,
2014-02,Virgin Atlantic,
2014-02,Westjet Airlines,
2014-03,Air Canada,
2014-03,Air China,
2014-03,Air France,
2014-03,Air India,
2014-03,AirTran Airlines,
2014-03,Alaska Airlines,
2014-03,Allegiant Air,
2014-03,American Airlines,
2014-03,British Airways,
2014-03,Cathay Pacific - CX,
2014-03,China Eastern Airlines,
2014-03,Copa Airlines,
2014-03,Delta Air Lines,
2014-03,Frontier Airlines,
2014-03,Hawaiian Airlines,
2014-03,Iberia Airlines,
2014-03,Iceland Air,
2014-03,JALways Airlines,
2014-03,Jet Blue,
2014-03,Kuwait Airlines,
2014-03,LOT Polish Airlines,
2014-03,Lufthansa,
2014-03,Singapore Airlines,
2014-03,South African Airways,
2014-03,Southwest Airlines,
2014-03,Spirit Airlines,
2014-03,Swiss Air,
2014-03,Turkish Airlines,
2014-03,UAL,
2014-03,USAir,
2014-03,Virgin America,
2014-03,Western Pacific Airlines Inc Westpac,
2014-03,Westjet Airlines,
2014-04,Aero Flot,
2014-04,Aeroflot Russian International,
2014-04,Air Berlin,
2014-04,Air Canada,
2014-04,Air France,
2014-04,AirTran Airlines,
2014-04,Alaska Airlines,
2014-04,Alitalia,
2014-04,Allegiant Air,
2014-04,American Airlines,
2014-04,American Eagle,
2014-04,British Airways,
2014-04,Carribean Airlines,
2014-04,Cathay Pacific - CX,
2014-04,China Airlines,
2014-04,Delta (Song,
2014-04,Delta Air Lines,
2014-04,EL AL Israeli Airlines,
2014-04,EVA airlines,
2014-04,Emirates,
2014-04,Hawaiian Airlines,
2014-04,Jet Blue,
2014-04,Lan Airlines,
2014-04,Lufthansa,
2014-04,Qantas Airlines,
2014-04,Southwest Airlines,
2014-04,Spirit Airlines,
2014-04,Sun Country Airlines,
2014-04,Swiss Air,
2014-04,Turkish Airlines,
2014-04,UAL,
2014-04,USAir,
2014-04,Virgin America,
2014-04,Virgin Atlantic,
2014-04,Volaris Airlines,
2014-04,Westjet Airlines,
2014-05,Air Berlin,
2014-05,Air Canada,
2014-05,Air France,
2014-05,Air India,
2014-05,Air New Zealand,
2014-05,AirTran Airlines,
2014-05,Alaska Airlines,
2014-05,All Nippon Airways,
2014-05,Allegiant Air,
2014-05,American Airlines,
2014-05,British Airways,
2014-05,Copa Airlines,
2014-05,Delta Air Lines,
2014-05,EL AL Israeli Airlines,
2014-05,Egypt Air,
2014-05,Emirates,
2014-05,Finnair,
2014-05,Frontier Airlines,
2014-05,Hawaiian Airlines,
2014-05,Jet Blue,
2014-05,Lan Airlines,
2014-05,Lufthansa,
2014-05,Scandinavian Airlines Systems,
2014-05,Southwest Airlines,
2014-05,Spirit Airlines,
2014-05,Sun Country Airlines,
2014-05,UAL,
2014-05,USAir,
2014-05,Virgin America,
2014-05,Virgin Atlantic,
2014-05,Westjet Airlines,
2014-06,Air Canada,
2014-06,Air China,
2014-06,Alaska Airlines,
2014-06,Alitalia,
2014-06,Allegiant Air,
2014-06,America West,
2014-06,American Airlines,
2014-06,Austrian Airlines,
2014-06,British Airways,
2014-06,Delta (Song,
2014-06,Delta Air Lines,
2014-06,EL AL Israeli Airlines,
2014-06,Egypt Air,
2014-06,Emirates,
2014-06,Frontier Airlines,
2014-06,Hawaiian Airlines,
2014-06,Jet Blue,
2014-06,KLM Royal Dutch Airlines,
2014-06,OMNI Air Express- (OY,
2014-06,Southwest Airlines,
2014-06,Spirit Airlines,
2014-06,Turkish Airlines,
2014-06,UAL,
2014-06,USAir,
2014-07,Air Berlin,
2014-07,Air Canada,
2014-07,Air China,
2014-07,AirTran Airlines,
2014-07,Alaska Airlines,
2014-07,Alitalia,
2014-07,Allegiant Air,
2014-07,American Airlines,
2014-07,Austrian Airlines,
2014-07,British Airways,
2014-07,Cathay Pacific - CX,
2014-07,Delta Air Lines,
2014-07,Frontier Airlines,
2014-07,Great Lakes Airline,
2014-07,Hawaiian Airlines,
2014-07,Iberia Airlines,
2014-07,Jet Blue,
2014-07,Lufthansa,
2014-07,Porter Airlines,
2014-07,South African Airways,
2014-07,Southwest Airlines,
2014-07,Spirit Airlines,
2014-07,Sun Country Airlines,
2014-07,Swiss Air,
2014-07,Turkish Airlines,
2014-07,UAL,
2014-07,USAir,
2014-07,Virgin America,
2014-08,Air Canada,
2014-08,Air China,
2014-08,Air France,
2014-08,Air New Zealand,
2014-08,AirTran Airlines,
2014-08,Alaska Airlines,
2014-08,Alitalia,
2014-08,Allegiant Air,
2014-08,American Airlines,
2014-08,Avianca,
2014-08,Copa Airlines,
2014-08,Delta Air Lines,
2014-08,Frontier Airlines,
2014-08,Great Lakes Airline,
2014-08,Hawaiian Airlines,
2014-08,Horizon Air,
2014-08,Jet Blue,
2014-08,Lan Airlines,
2014-08,Lufthansa,
2014-08,Southwest Airlines,
2014-08,Spirit Airlines,
2014-08,Transaero Airlines,
2014-08,UAL,
2014-08,USAir,
2014-08,Virgin America,
2014-09,Air Canada,
2014-09,Air France,
2014-09,Alaska Airlines,
2014-09,American Airlines,
2014-09,British Airways,
2014-09,Delta Air Lines,
2014-09,EVA airlines,
2014-09,Emirates,
2014-09,Frontier Airlines,
2014-09,Hawaiian Airlines,
2014-09,Horizon Air,
2014-09,Jet Blue,
2014-09,KLM Royal Dutch Airlines,
2014-09,Lan Airlines,
2014-09,Lufthansa,
2014-09,Polish Airlines,
2014-09,Southwest Airlines,
2014-09,Spirit Airlines,
2014-09,Sun Country Airlines,
2014-09,Swiss Air,
2014-09,UAL,
2014-09,USAir,
2014-09,V Australia,
2014-09,Virgin America,
2014-10,Air Canada,
2014-10,Alaska Airlines,
2014-10,American Airlines,
2014-10,Delta Air Lines,
2014-10,Frontier Airlines,
2014-10,Hawaiian Airlines,
2014-10,Jet Blue,
2014-10,Southwest Airlines,
2014-10,TAM airlines,
2014-10,UAL,
2014-10,USAir,
2014-10,Virgin Atlantic,
2014-11,Air Canada,
2014-11,Alaska Airlines,
2014-11,Allegiant Air,
2014-11,American Airlines,
2014-11,Delta Air Lines,
2014-11,Frontier Airlines,
2014-11,Hawaiian Airlines,
2014-11,Jet Blue,
2014-11,Southwest Airlines,
2014-11,UAL,
2014-11,USAir,
2014-12,American Airlines,
2014-12,Delta Air Lines,
2014-12,Frontier Airlines,
2014-12,Southwest Airlines,
2014-12,UAL,
2014-12,USAir,
2015-01,Air Canada,
2015-01,Air France,
2015-01,Alaska Airlines,
2015-01,Allegiant Air,
2015-01,American Airlines,
2015-01,American Eagle,
2015-01,Asiana Airlines,
2015-01,British Airways,
2015-01,Cathay Pacific - CX,
2015-01,China Eastern Airlines,
2015-01,Delta Air Lines,
2015-01,EL AL Israeli Airlines,
2015-01,Emirates,
2015-01,Etihad Airways,
2015-01,Frontier Airlines,
2015-01,Hawaiian Airlines,
2015-01,Jet Blue,
2015-01,LOT Polish Airlines,
2015-01,Lufthansa,
2015-01,OMNI Air Express- (OY,
2015-01,Philippine Airlines,
2015-01,Qantas Airlines,
2015-01,Qatar airlines,
2015-01,Skywest Airlines Inc USA,
2015-01,Southwest Airlines,
2015-01,Spirit Airlines,
2015-01,Transaero Airlines,
2015-01,UAL,
2015-01,USAir,
2015-01,Virgin America,
2015-02,Aero Flot,
2015-02,Air Canada,
2015-02,Alaska Airlines,
2015-02,Allegiant Air,
2015-02,American Airlines,
2015-02,British Airways,
2015-02,Carribean Airlines,
2015-02,Cathay Pacific - CX,
2015-02,Copa Airlines,
2015-02,Delta Air Lines,
2015-02,EL AL Israeli Airlines,
2015-02,EVA airlines,
2015-02,Etihad Airways,
2015-02,Finnair,
2015-02,Frontier Airlines,
2015-02,Great Lakes Airline,
2015-02,Hainan Airlines,
2015-02,Hawaiian Airlines,
2015-02,Iberia Airlines,
2015-02,Iceland Air,
2015-02,Jet Blue,
2015-02,Norwegian Airlines,
2015-02,Philippine Airlines,
2015-02,Qantas Airlines,
2015-02,Southwest Airlines,
2015-02,Spirit Airlines,
2015-02,Sun Country Airlines,
2015-02,UAL,
2015-02,USAir,
2015-02,Virgin America,
2015-02,Virgin Atlantic,
2015-03,Air Berlin,
2015-03,Air Canada,
2015-03,Air France,
2015-03,Alaska Airlines,
2015-03,American Airlines,
2015-03,Avianca,
2015-03,Bahama Airlines,
2015-03,British Airways,
2015-03,Copa Airlines,
2015-03,Delta Air Lines,
2015-03,Frontier Airlines,
2015-03,Hawaiian Airlines,
2015-03,Jet Blue,
2015-03,Korean Airlines,
2015-03,Lan Airlines,
2015-03,Lufthansa,
2015-03,Norwegian Airlines,
2015-03,Qantas Airlines,
2015-03,Southwest Airlines,
2015-03,Spirit Airlines,
2015-03,Sun Country Airlines,
2015-03,Swiss Air,
2015-03,Turkish Airlines,
2015-03,UAL,
2015-03,USAir,
2015-03,Virgin America,
2015-03,Westjet Airlines,
2015-04,Aerolineas Argentinas,
2015-04,Air Berlin,
2015-04,Air Canada,
2015-04,Air New Zealand,
2015-04,Alaska Airlines,
2015-04,Allegheny Airlines,
2015-04,Allegiant Air,
2015-04,American Airlines,
2015-04,Avianca,
2015-04,British Airways,
2015-04,Carribean Airlines,
2015-04,China Southern Airlines,
2015-04,Delta Air Lines,
2015-04,Etihad Airways,
2015-04,Frontier Airlines,
2015-04,Hawaiian Airlines,
2015-04,Horizon Air,
2015-04,Iberia Airlines,
2015-04,Iceland Air,
2015-04,Jet Blue,
2015-04,KLM Royal Dutch Airlines,
2015-04,Lufthansa,
2015-04,Norwegian Airlines,
2015-04,Silverjet,
2015-04,Singapore Airlines,
2015-04,South African Airways,
2015-04,Southwest Airlines,
2015-04,Spirit Airlines,
2015-04,Sun Country Airlines,
2015-04,Turkish Airlines,
2015-04,UAL,
2015-04,USAir,
2015-04,Westjet Airlines,
2015-05,Air Berlin,
2015-05,Air Canada,
2015-05,Air India,
2015-05,Alaska Airlines,
2015-05,Allegiant Air,
2015-05,America Trans Air,
2015-05,American Airlines,
2015-05,British Airways,
2015-05,Carribean Airlines,
2015-05,Cathay Pacific - CX,
2015-05,Delta Air Lines,
2015-05,Emirates,
2015-05,Etihad Airways,
2015-05,Frontier Airlines,
2015-05,Hawaiian Airlines,
2015-05,Jet Blue,
2015-05,KLM Royal Dutch Airlines,
2015-05,Lufthansa,
2015-05,Silverjet,
2015-05,Southwest Airlines,
2015-05,Spirit Airlines,
2015-05,UAL,
2015-05,USAir,
2015-05,Virgin America,
2015-06,Air Canada,
2015-06,Air China,
2015-06,Air France,
2015-06,Alaska Airlines,
2015-06,Allegiant Air,
2015-06,American Airlines,
2015-06,Asiana Airlines,
2015-06,British Airways,
2015-06,CanJet,
2015-06,Delta Air Lines,
2015-06,Emirates,
2015-06,Frontier Airlines,
2015-06,Hawaiian Airlines,
2015-06,Jet Blue,
2015-06,Lufthansa,
2015-06,Qantas Airlines,
2015-06,Qatar airlines,
2015-06,Scandinavian Airlines Systems,
2015-06,Silverjet,
2015-06,Southwest Airlines,
2015-06,Spirit Airlines,
2015-06,Turkish Airlines,
2015-06,UAL,
2015-06,USAir,
2015-06,Virgin America,
2015-06,Virgin Atlantic,
