date,airline,Item,Claim Amount
2006-04-04,Alaska Airlines,2,2
2006-04-04,Allegiant Air,1,1
2006-04-04,Aloha Airlines,1,1
2006-04-04,America West,3,3
2006-04-04,American Airlines,14,14
2006-04-04,British Airways,2,2
2006-04-04,Continental Airlines,14,14
2006-04-04,Delta Air Lines,12,12
2006-04-04,Frontier Airlines,2,2
2006-04-04,Hawaiian Airlines,2,2
2006-04-04,Jet Blue,4,4
2006-04-04,Lufthansa,1,1
2006-04-04,Northwest Airlines,8,8
2006-04-04,Southwest Airlines,10,10
2006-04-04,Spirit Airlines,1,1
2006-04-04,UAL,11,11
2006-04-04,USAir,5,5
2006-04-05,Alaska Airlines,1,1
2006-04-05,American Airlines,2,2
2006-04-05,Continental Airlines,1,1
2006-04-05,Delta Air Lines,3,3
2006-04-05,Northwest Airlines,4,4
2006-04-05,Spirit Airlines,1,1
2006-04-06,Air Canada,1,1
2006-04-06,Air Tran Airlines(do not use,1,1
2006-04-06,Alaska Airlines,2,2
2006-04-06,America West,2,2
2006-04-06,American Airlines,9,9
2006-04-06,Austrian Airlines,1,1
2006-04-06,Continental Airlines,8,8
2006-04-06,Delta (Song,1,1
2006-04-06,Delta Air Lines,7,7
2006-04-06,Jet Blue,3,3
2006-04-06,KLM Royal Dutch Airlines,1,1
2006-04-06,Lufthansa,1,1
2006-04-06,Northwest Airlines,7,7
2006-04-06,Singapore Airlines,1,1
2006-04-06,Southwest Airlines,6,6
2006-04-06,Sun Country Airlines,1,1
2006-04-06,UAL,9,9
2006-04-06,USAir,6,6
2006-04-07,Air Tran Airlines(do not use,1,1
2006-04-07,AirTran Airlines,1,1
2006-04-07,Alaska Airlines,1,1
2006-04-07,Allegiant Air,1,1
2006-04-07,America West,1,1
2006-04-07,American Airlines,10,10
2006-04-07,Canadian Airlines,1,1
2006-04-07,Continental Airlines,5,5
2006-04-07,Delta Air Lines,3,3
2006-04-07,Hawaiian Airlines,2,2
2006-04-07,Jet Blue,2,2
2006-04-07,Northwest Airlines,3,3
2006-04-07,Ryan Air,1,1
2006-04-07,South African Airways,1,1
2006-04-07,Southwest Airlines,3,3
2006-04-07,Spirit Airlines,1,1
2006-04-07,UAL,5,5
2006-04-07,US Express,1,1
2006-04-07,USA 3000 (U5,3,3
2006-04-07,USAir,7,7
2006-04-10,Air Tran Airlines(do not use,1,1
2006-04-10,AirTran Airlines,1,1
2006-04-10,Alaska Airlines,2,2
2006-04-10,Allegiant Air,1,1
2006-04-10,America West,1,1
2006-04-10,American Airlines,9,9
2006-04-10,American Eagle,1,1
2006-04-10,American West,1,1
2006-04-10,Continental Airlines,4,4
2006-04-10,Delta (Song,1,1
2006-04-10,Delta Air Lines,4,4
2006-04-10,Frontier Airlines,1,1
2006-04-10,Hawaiian Airlines,1,1
2006-04-10,Jet Blue,3,3
2006-04-10,Northwest Airlines,6,6
2006-04-10,Southwest Airlines,6,6
2006-04-10,Spirit Airlines,1,1
2006-04-10,UAL,6,6
2006-04-10,USAir,2,2
2006-04-11,Aero Mexico,1,1
2006-04-11,Air France,1,1
2006-04-11,Air Tran Airlines(do not use,3,3
2006-04-11,AirTran Airlines,2,2
2006-04-11,Alaska Airlines,2,2
2006-04-11,Allegiant Air,1,1
2006-04-11,America West,3,3
2006-04-11,American Airlines,14,14
2006-04-11,American West,2,2
2006-04-11,Cape Air,2,2
2006-04-11,Continental Airlines,12,12
2006-04-11,Delta (Song,2,2
2006-04-11,Delta Air Lines,9,9
2006-04-11,Frontier Airlines,1,1
2006-04-11,Hawaiian Airlines,2,2
2006-04-11,Jet Blue,3,3
2006-04-11,Lufthansa,1,1
2006-04-11,Northwest Airlines,6,6
2006-04-11,Ryan Air,1,1
2006-04-11,Southwest Airlines,6,6
2006-04-11,UAL,13,13
2006-04-11,US Express,1,1
2006-04-11,USA 3000 (U5,1,1
2006-04-11,USAir,12,12
2006-04-12,ATA Aerocondor,1,1
2006-04-12,Alaska Airlines,2,2
2006-04-12,America West,1,1
2006-04-12,American Airlines,2,2
2006-04-12,American West,1,1
2006-04-12,Cathay Pacific - CX,1,1
2006-04-12,Continental Airlines,3,3
2006-04-12,Delta Air Lines,2,2
2006-04-12,Hawaiian Airlines,1,1
2006-04-12,Mexicana,1,1
2006-04-12,Northwest Airlines,3,3
2006-04-12,Southwest Airlines,1,1
2006-04-12,Sun Country Airlines,1,1
2006-04-12,UAL,2,2
2006-04-12,USAir,1,1
2006-04-12,Virgin Atlantic,1,1
2006-04-13,Air Tran Airlines(do not use,1,1
2006-04-13,Alaska Airlines,3,3
2006-04-13,American Airlines,7,7
2006-04-13,Continental Airlines,4,4
2006-04-13,Delta (Song,1,1
2006-04-13,Delta Air Lines,10,10
2006-04-13,Hawaiian Airlines,1,1
2006-04-13,Jet Blue,1,1
2006-04-13,Midwest Express Airlines,1,1
2006-04-13,Northwest Airlines,4,4
2006-04-13,Southwest Airlines,5,5
2006-04-13,Sun Country Airlines,1,1
2006-04-13,UAL,3,3
2006-04-13,USA 3000 (U5,1,1
2006-04-13,USAir,2,2
2006-04-14,Air Tran Airlines(do not use,1,1
2006-04-14,AirTran Airlines,3,3
2006-04-14,Alaska Airlines,2,2
2006-04-14,America West,1,1
2006-04-14,American Airlines,7,7
2006-04-14,American West,2,2
2006-04-14,British Airways,1,1
2006-04-14,Continental Airlines,7,7
2006-04-14,Delta (Song,1,1
2006-04-14,Delta Air Lines,8,8
2006-04-14,Frontier Airlines,1,1
2006-04-14,Jet Blue,3,3
2006-04-14,Northwest Airlines,6,6
2006-04-14,Southwest Airlines,6,6
2006-04-14,Spirit Airlines,1,1
2006-04-14,UAL,13,13
2006-04-14,USAir,5,5
2006-04-16,Hawaiian Airlines,1,1
2006-04-16,Northwest Airlines,1,1
2006-04-17,Air Canada,1,1
2006-04-17,AirTran Airlines,4,4
2006-04-17,Alaska Airlines,5,5
2006-04-17,America Trans Air,1,1
2006-04-17,American Airlines,8,8
2006-04-17,Continental Airlines,7,7
2006-04-17,Delta Air Lines,11,11
2006-04-17,Frontier Airlines,3,3
2006-04-17,Horizon Air,2,2
2006-04-17,Jet Blue,4,4
2006-04-17,Northwest Airlines,2,2
2006-04-17,OMNI Air Express- (OY,1,1
2006-04-17,Southwest Airlines,9,9
2006-04-17,Spirit Airlines,1,1
2006-04-17,UAL,8,8
2006-04-17,USAir,4,4
2006-04-18,ATA Aerocondor,1,1
2006-04-18,Air Canada,2,2
2006-04-18,Alaska Airlines,5,5
2006-04-18,America West,1,1
2006-04-18,American Airlines,7,7
2006-04-18,American West,2,2
2006-04-18,Continental Airlines,8,8
2006-04-18,Delta Air Lines,9,9
2006-04-18,Hawaiian Airlines,1,1
2006-04-18,Jet Blue,4,4
2006-04-18,KLM Royal Dutch Airlines,1,1
2006-04-18,Northwest Airlines,6,6
2006-04-18,Southwest Airlines,9,9
2006-04-18,Spirit Airlines,1,1
2006-04-18,UAL,5,5
2006-04-18,USA 3000 (U5,1,1
2006-04-18,USAir,7,7
2006-04-18,Westjet Airlines,1,1
2006-04-19,Air Tran Airlines(do not use,1,1
2006-04-19,Aloha Airlines,1,1
2006-04-19,American Airlines,2,2
2006-04-19,American West,1,1
2006-04-19,Continental Airlines,4,4
2006-04-19,Delta Air Lines,3,3
2006-04-19,Frontier Airlines,1,1
2006-04-19,Jet Blue,1,1
2006-04-19,Lufthansa,1,1
2006-04-19,Northwest Airlines,4,4
2006-04-19,Ryan Air,1,1
2006-04-19,Southwest Airlines,3,3
2006-04-19,UAL,4,4
2006-04-19,USAir,3,3
2006-04-20,ATA Aerocondor,1,1
2006-04-20,AirTran Airlines,1,1
2006-04-20,Alaska Airlines,1,1
2006-04-20,American Airlines,5,5
2006-04-20,Continental Airlines,3,3
2006-04-20,Frontier Airlines,2,2
2006-04-20,Horizon Air,1,1
2006-04-20,Jet Blue,2,2
2006-04-20,Northwest Airlines,4,4
2006-04-20,Southwest Airlines,6,6
2006-04-20,UAL,5,5
2006-04-20,USAir,2,2
2006-04-21,Air Tran Airlines(do not use,1,1
2006-04-21,Alaska Airlines,1,1
2006-04-21,American Airlines,2,2
2006-04-21,Continental Airlines,3,3
2006-04-21,Delta (Song,1,1
2006-04-21,Delta Air Lines,2,2
2006-04-21,Jet Blue,1,1
2006-04-21,Northwest Airlines,1,1
2006-04-21,Southwest Airlines,3,3
2006-04-21,UAL,1,1
2006-04-22,Southwest Airlines,1,1
2006-04-24,ATA Aerocondor,2,2
2006-04-24,Air Canada,2,2
2006-04-24,Alaska Airlines,6,6
2006-04-24,Aloha Airlines,1,1
2006-04-24,American Airlines,15,15
2006-04-24,American Eagle,1,1
2006-04-24,American West,1,1
2006-04-24,British Airways,1,1
2006-04-24,Continental Airlines,11,11
2006-04-24,Delta (Song,1,1
2006-04-24,Delta Air Lines,11,11
2006-04-24,Frontier Airlines,1,1
2006-04-24,Jet Blue,5,5
2006-04-24,LOT Polish Airlines,1,1
2006-04-24,Lufthansa,3,3
2006-04-24,Northwest Airlines,5,5
2006-04-24,Southwest Airlines,11,11
2006-04-24,Spirit Airlines,1,1
2006-04-24,UAL,13,13
2006-04-24,USAir,10,10
2006-04-24,Virgin Atlantic,1,1
2006-04-24,Westjet Airlines,1,1
2006-04-25,Air Tran Airlines(do not use,1,1
2006-04-25,AirTran Airlines,1,1
2006-04-25,Alaska Airlines,2,2
2006-04-25,America West,1,1
2006-04-25,American Airlines,9,9
2006-04-25,American Eagle,1,1
2006-04-25,American West,1,1
2006-04-25,Continental Airlines,4,4
2006-04-25,Delta (Song,1,1
2006-04-25,Delta Air Lines,9,9
2006-04-25,Frontier Airlines,2,2
2006-04-25,Horizon Air,2,2
2006-04-25,Jet Blue,1,1
2006-04-25,Lufthansa,1,1
2006-04-25,Northwest Airlines,2,2
2006-04-25,Pan American Airways,1,1
2006-04-25,Southwest Airlines,4,4
2006-04-25,Spirit Airlines,1,1
2006-04-25,Turkish Airlines,1,1
2006-04-25,UAL,5,5
2006-04-25,USAir,4,4
2006-04-26,Air Tran Airlines(do not use,2,2
2006-04-26,Alaska Airlines,4,4
2006-04-26,American Airlines,11,11
2006-04-26,Continental Airlines,2,2
2006-04-26,Delta Air Lines,5,5
2006-04-26,Jet Blue,2,2
2006-04-26,Northwest Airlines,1,1
2006-04-26,Southwest Airlines,3,3
2006-04-26,UAL,3,3
2006-04-26,USA 3000 (U5,1,1
2006-04-26,USAir,5,5
2006-04-27,Air France,1,1
2006-04-27,AirTran Airlines,1,1
2006-04-27,Alaska Airlines,3,3
2006-04-27,Aloha Airlines,1,1
2006-04-27,American Airlines,1,1
2006-04-27,American Eagle,2,2
2006-04-27,American West,1,1
2006-04-27,Cathay Pacific - CX,1,1
2006-04-27,Continental Airlines,4,4
2006-04-27,Delta (Song,2,2
2006-04-27,Delta Air Lines,2,2
2006-04-27,Frontier Airlines,2,2
2006-04-27,Jet Blue,1,1
2006-04-27,Northwest Airlines,2,2
2006-04-27,Pan American Airways,1,1
2006-04-27,Southwest Airlines,8,8
2006-04-27,Spirit Airlines,1,1
2006-04-27,UAL,4,4
2006-04-27,USAir,6,6
2006-04-28,Air Tran Airlines(do not use,1,1
2006-04-28,American Airlines,10,10
2006-04-28,Continental Airlines,4,4
2006-04-28,Delta (Song,2,2
2006-04-28,Delta Air Lines,12,12
2006-04-28,Island Air,1,1
2006-04-28,Jet Blue,2,2
2006-04-28,Lufthansa,1,1
2006-04-28,Midwest Express Airlines,3,3
2006-04-28,Northwest Airlines,3,3
2006-04-28,Southwest Airlines,2,2
2006-04-28,UAL,6,6
2006-04-28,USAir,4,4
2006-05-01,Air Tran Airlines(do not use,1,1
2006-05-01,Alaska Airlines,1,1
2006-05-01,American Airlines,3,3
2006-05-01,Continental Airlines,2,2
2006-05-01,Southwest Airlines,2,2
2006-05-01,Spirit Airlines,1,1
2006-05-01,UAL,1,1
2006-05-01,USAir,3,3
2006-05-02,ATA Aerocondor,1,1
2006-05-02,Air Canada,1,1
2006-05-02,Air France,1,1
2006-05-02,Air Tran Airlines(do not use,3,3
2006-05-02,AirTran Airlines,1,1
2006-05-02,Alaska Airlines,4,4
2006-05-02,Alitalia,1,1
2006-05-02,Aloha Airlines,2,2
2006-05-02,American Airlines,18,18
2006-05-02,American West,2,2
2006-05-02,British Airways,1,1
2006-05-02,Continental Airlines,6,6
2006-05-02,Delta (Song,1,1
2006-05-02,Delta Air Lines,14,14
2006-05-02,Frontier Airlines,2,2
2006-05-02,Jet Blue,4,4
2006-05-02,Northwest Airlines,5,5
2006-05-02,Southwest Airlines,11,11
2006-05-02,UAL,5,5
2006-05-02,USAir,6,6
2006-05-03,Air Tran Airlines(do not use,1,1
2006-05-03,AirTran Airlines,1,1
2006-05-03,America West,1,1
2006-05-03,American Airlines,1,1
2006-05-03,American West,1,1
2006-05-03,Continental Airlines,5,5
2006-05-03,Jet Blue,1,1
2006-05-03,Northwest Airlines,3,3
2006-05-03,Southwest Airlines,2,2
2006-05-03,UAL,2,2
2006-05-03,USAir,1,1
2006-05-04,Air Tran Airlines(do not use,3,3
2006-05-04,AirTran Airlines,1,1
2006-05-04,Alaska Airlines,4,4
2006-05-04,America Trans Air,1,1
2006-05-04,America West,1,1
2006-05-04,American Airlines,4,4
2006-05-04,Continental Airlines,5,5
2006-05-04,Delta Air Lines,8,8
2006-05-04,Frontier Airlines,1,1
2006-05-04,Jet Blue,2,2
2006-05-04,Northwest Airlines,5,5
2006-05-04,Southwest Airlines,6,6
2006-05-04,UAL,3,3
2006-05-04,USAir,8,8
2006-05-05,AirTran Airlines,1,1
2006-05-05,Alaska Airlines,2,2
2006-05-05,American Airlines,5,5
2006-05-05,Cathay Pacific - CX,1,1
2006-05-05,Continental Airlines,3,3
2006-05-05,Delta (Song,1,1
2006-05-05,Delta Air Lines,5,5
2006-05-05,Japan Airlines,1,1
2006-05-05,Northwest Airlines,3,3
2006-05-05,Southwest Airlines,3,3
2006-05-05,UAL,6,6
2006-05-05,USA 3000 (U5,1,1
2006-05-05,USAir,1,1
2006-05-06,American Airlines,2,2
2006-05-06,USAir,1,1
2006-05-08,AirTran Airlines,1,1
2006-05-08,Alaska Airlines,1,1
2006-05-08,American Airlines,9,9
2006-05-08,Continental Airlines,8,8
2006-05-08,Delta Air Lines,2,2
2006-05-08,Frontier Airlines,2,2
2006-05-08,Jet Blue,1,1
2006-05-08,Northwest Airlines,6,6
2006-05-08,Southwest Airlines,4,4
2006-05-08,UAL,5,5
2006-05-08,US Express,1,1
2006-05-08,USA 3000 (U5,1,1
2006-05-08,USAir,4,4
2006-05-09,Air Canada,1,1
2006-05-09,Air Tran Airlines(do not use,1,1
2006-05-09,AirTran Airlines,4,4
2006-05-09,Alaska Airlines,1,1
2006-05-09,America West,1,1
2006-05-09,American Airlines,11,11
2006-05-09,American West,1,1
2006-05-09,British Airways,1,1
2006-05-09,Continental Airlines,6,6
2006-05-09,Delta (Song,3,3
2006-05-09,Delta Air Lines,15,15
2006-05-09,Frontier Airlines,1,1
2006-05-09,Horizon Air,1,1
2006-05-09,Jet Blue,3,3
2006-05-09,Lufthansa,2,2
2006-05-09,Northwest Airlines,4,4
2006-05-09,South African Airways,1,1
2006-05-09,Southwest Airlines,7,7
2006-05-09,Spirit Airlines,1,1
2006-05-09,Sun Country Airlines,1,1
2006-05-09,UAL,13,13
2006-05-09,US Express,1,1
2006-05-09,USAir,7,7
2006-05-10,Alaska Airlines,4,4
2006-05-10,American Airlines,5,5
2006-05-10,Continental Airlines,3,3
2006-05-10,Delta Air Lines,10,10
2006-05-10,Island Air,1,1
2006-05-10,Jet Blue,1,1
2006-05-10,Northwest Airlines,4,4
2006-05-10,Southwest Airlines,7,7
2006-05-10,UAL,6,6
2006-05-10,USAir,3,3
2006-05-11,Alaska Airlines,3,3
2006-05-11,Aloha Airlines,1,1
2006-05-11,America West,3,3
2006-05-11,American Airlines,7,7
2006-05-11,British Airways,1,1
2006-05-11,Continental Airlines,2,2
2006-05-11,Delta Air Lines,5,5
2006-05-11,Frontier Airlines,2,2
2006-05-11,Hawaiian Airlines,1,1
2006-05-11,Jet Blue,5,5
2006-05-11,Northwest Airlines,1,1
2006-05-11,Southwest Airlines,3,3
2006-05-11,UAL,6,6
2006-05-11,USAir,4,4
2006-05-12,Air Tran Airlines(do not use,1,1
2006-05-12,Alaska Airlines,4,4
2006-05-12,Allegiant Air,1,1
2006-05-12,America West,1,1
2006-05-12,American Airlines,10,10
2006-05-12,British Airways,1,1
2006-05-12,Cape Air,1,1
2006-05-12,Continental Airlines,8,8
2006-05-12,Continental Express,2,2
2006-05-12,Delta Air Lines,5,5
2006-05-12,Hawaiian Airlines,1,1
2006-05-12,Jet Blue,3,3
2006-05-12,Korean Airlines,1,1
2006-05-12,Midwest Express Airlines,1,1
2006-05-12,Northwest Airlines,5,5
2006-05-12,Southwest Airlines,1,1
2006-05-12,UAL,1,1
2006-05-12,Westjet Airlines,1,1
2006-05-14,Southwest Airlines,1,1
2006-05-15,Air Tran Airlines(do not use,2,2
2006-05-15,Alaska Airlines,2,2
2006-05-15,American Airlines,3,3
2006-05-15,American West,1,1
2006-05-15,Bahama Airlines,1,1
2006-05-15,British Airways,1,1
2006-05-15,Continental Airlines,2,2
2006-05-15,Delta Air Lines,5,5
2006-05-15,Horizon Air,1,1
2006-05-15,Jet Blue,1,1
2006-05-15,Lufthansa,1,1
2006-05-15,Midwest Express Airlines,1,1
2006-05-15,Northwest Airlines,3,3
2006-05-15,Northwest International Airways,1,1
2006-05-15,Southwest Airlines,2,2
2006-05-15,Sun Country Airlines,1,1
2006-05-15,Turkish Airlines,1,1
2006-05-15,UAL,6,6
2006-05-15,US Express,2,2
2006-05-15,USAir,2,2
2006-05-16,Air Canada,1,1
2006-05-16,Air Tran Airlines(do not use,1,1
2006-05-16,AirTran Airlines,2,2
2006-05-16,Alaska Airlines,2,2
2006-05-16,Aloha Islandair,1,1
2006-05-16,America West,3,3
2006-05-16,American Airlines,11,11
2006-05-16,American Eagle,1,1
2006-05-16,British Airways,1,1
2006-05-16,Continental Airlines,9,9
2006-05-16,Continental Express,1,1
2006-05-16,Delta Air Lines,15,15
2006-05-16,Hawaiian Airlines,1,1
2006-05-16,Midwest Express Airlines,2,2
2006-05-16,Northwest Airlines,7,7
2006-05-16,Southeast Airlines,1,1
2006-05-16,Southwest Airlines,8,8
2006-05-16,Spirit Airlines,1,1
2006-05-16,UAL,12,12
2006-05-16,USAir,10,10
2006-05-17,ATA Aerocondor,1,1
2006-05-17,Air Tran Airlines(do not use,1,1
2006-05-17,AirTran Airlines,1,1
2006-05-17,Allegiant Air,1,1
2006-05-17,Aloha Airlines,2,2
2006-05-17,American Airlines,16,16
2006-05-17,American West,1,1
2006-05-17,Cathay Pacific - CX,1,1
2006-05-17,Continental Airlines,4,4
2006-05-17,Delta Air Lines,8,8
2006-05-17,Frontier Airlines,2,2
2006-05-17,Horizon Air,1,1
2006-05-17,Jet Blue,1,1
2006-05-17,KLM Royal Dutch Airlines,1,1
2006-05-17,Korean Airlines,1,1
2006-05-17,Northwest Airlines,6,6
2006-05-17,Southwest Airlines,1,1
2006-05-17,Spirit Airlines,1,1
2006-05-17,UAL,6,6
2006-05-17,USA 3000 (U5,1,1
2006-05-17,USAir,4,4
2006-05-17,Virgin Atlantic,1,1
2006-05-18,Air France,1,1
2006-05-18,Air Tran Airlines(do not use,2,2
2006-05-18,Alaska Airlines,4,4
2006-05-18,Aloha Airlines,1,1
2006-05-18,America West,1,1
2006-05-18,American Airlines,15,15
2006-05-18,Continental Airlines,11,11
2006-05-18,Delta Air Lines,7,7
2006-05-18,EL AL Israeli Airlines,1,1
2006-05-18,Frontier Airlines,1,1
2006-05-18,Jet Blue,2,2
2006-05-18,Korean Airlines,1,1
2006-05-18,Lufthansa,1,1
2006-05-18,Northwest Airlines,13,13
2006-05-18,Qantus Airways,1,1
2006-05-18,Scandinavian Airlines Systems,1,1
2006-05-18,Southwest Airlines,8,8
2006-05-18,Spirit Airlines,2,2
2006-05-18,UAL,13,13
2006-05-18,USAir,6,6
2006-05-19,Alaska Airlines,1,1
2006-05-19,American Airlines,1,1
2006-05-19,Continental Airlines,2,2
2006-05-19,Southwest Airlines,1,1
2006-05-19,Sun Country Airlines,1,1
2006-05-21,American Airlines,1,1
2006-05-22,Aero Lloyd,1,1
2006-05-22,Air France,1,1
2006-05-22,Air Tran Airlines(do not use,3,3
2006-05-22,Alaska Airlines,5,5
2006-05-22,America West,1,1
2006-05-22,American Airlines,11,11
2006-05-22,Continental Airlines,8,8
2006-05-22,Delta (Song,1,1
2006-05-22,Delta Air Lines,17,17
2006-05-22,Hawaiian Airlines,1,1
2006-05-22,Iceland Air,1,1
2006-05-22,Jet Blue,1,1
2006-05-22,Midway Airlines,1,1
2006-05-22,Midwest Express Airlines,1,1
2006-05-22,Northwest Airlines,8,8
2006-05-22,Southwest Airlines,7,7
2006-05-22,UAL,11,11
2006-05-22,USAir,6,6
2006-05-23,Air Tran Airlines(do not use,2,2
2006-05-23,America West,2,2
2006-05-23,American Airlines,17,17
2006-05-23,British Airways,2,2
2006-05-23,Champion Airlines,1,1
2006-05-23,Continental Airlines,12,12
2006-05-23,Delta (Song,1,1
2006-05-23,Delta Air Lines,9,9
2006-05-23,Frontier Airlines,1,1
2006-05-23,Hawaiian Airlines,3,3
2006-05-23,Jet Blue,2,2
2006-05-23,Northwest Airlines,9,9
2006-05-23,Southwest Airlines,17,17
2006-05-23,Spirit Airlines,1,1
2006-05-23,Swiss Air,1,1
2006-05-23,UAL,10,10
2006-05-23,USAir,8,8
2006-05-23,Virgin Atlantic,3,3
2006-05-24,AirTran Airlines,1,1
2006-05-24,Alaska Airlines,1,1
2006-05-24,Alitalia,1,1
2006-05-24,Aloha Airlines,1,1
2006-05-24,American Airlines,4,4
2006-05-24,American West,1,1
2006-05-24,Continental Airlines,3,3
2006-05-24,Delta Air Lines,7,7
2006-05-24,Hawaiian Airlines,1,1
2006-05-24,Jet Blue,2,2
2006-05-24,Midwest Express Airlines,1,1
2006-05-24,Northwest Airlines,1,1
2006-05-24,Southwest Airlines,3,3
2006-05-24,UAL,2,2
2006-05-24,USAir,2,2
2006-05-24,Virgin Atlantic,1,1
2006-05-25,Air Canada,1,1
2006-05-25,AirTran Airlines,1,1
2006-05-25,Alaska Airlines,3,3
2006-05-25,America West,1,1
2006-05-25,American Airlines,6,6
2006-05-25,Continental Airlines,5,5
2006-05-25,Jet Blue,4,4
2006-05-25,Northwest Airlines,5,5
2006-05-25,Skywest Airlines Inc USA,1,1
2006-05-25,Southwest Airlines,7,7
2006-05-25,Spirit Airlines,2,2
2006-05-25,UAL,6,6
2006-05-25,USAir,4,4
2006-05-26,American Airlines,1,1
2006-05-26,Continental Airlines,2,2
2006-05-26,Northwest Airlines,2,2
2006-05-26,UAL,1,1
2006-05-27,Spirit Airlines,1,1
2006-05-28,USAir,1,1
2006-05-29,Delta Air Lines,1,1
2006-05-30,Air Canada,1,1
2006-05-30,Air France,1,1
2006-05-30,Air Tran Airlines(do not use,1,1
2006-05-30,AirTran Airlines,1,1
2006-05-30,Alitalia,1,1
2006-05-30,Allegiant Air,1,1
2006-05-30,Aloha Airlines,1,1
2006-05-30,America West,1,1
2006-05-30,American Airlines,14,14
2006-05-30,American West,1,1
2006-05-30,British Airways,3,3
2006-05-30,Cayman Airlines,1,1
2006-05-30,Continental Airlines,8,8
2006-05-30,Delta Air Lines,7,7
2006-05-30,Frontier Airlines,4,4
2006-05-30,Hawaiian Airlines,1,1
2006-05-30,Horizon Air,2,2
2006-05-30,Jet Blue,3,3
2006-05-30,Midwest Express Airlines,3,3
2006-05-30,Northwest Airlines,5,5
2006-05-30,Qantus Airways,1,1
2006-05-30,Southwest Airlines,9,9
2006-05-30,Spirit Airlines,1,1
2006-05-30,UAL,5,5
2006-05-30,US Express,1,1
2006-05-30,USA 3000 (U5,1,1
2006-05-30,USAir,8,8
2006-05-31,Air France,1,1
2006-05-31,Alaska Airlines,4,4
2006-05-31,Allegiant Air,1,1
2006-05-31,America West,1,1
2006-05-31,American Airlines,17,17
2006-05-31,American West,1,1
2006-05-31,Continental Airlines,16,16
2006-05-31,Delta Air Lines,12,12
2006-05-31,Horizon Air,1,1
2006-05-31,Jet Blue,3,3
2006-05-31,Midway Airlines,1,1
2006-05-31,Northwest Airlines,7,7
2006-05-31,Southwest Airlines,8,8
2006-05-31,Spirit Airlines,1,1
2006-05-31,UAL,12,12
2006-05-31,USAir,6,6
2006-06-01,Air Tran Airlines(do not use,1,1
2006-06-01,Alaska Airlines,2,2
2006-06-01,American Airlines,8,8
2006-06-01,American West,1,1
2006-06-01,Continental Airlines,3,3
2006-06-01,Delta Air Lines,8,8
2006-06-01,Frontier Airlines,1,1
2006-06-01,KLM Royal Dutch Airlines,1,1
2006-06-01,Northwest Airlines,3,3
2006-06-01,Southwest Airlines,4,4
2006-06-01,UAL,4,4
2006-06-01,USAir,6,6
2006-06-02,ATA Aerocondor,2,2
2006-06-02,AirTran Airlines,1,1
2006-06-02,Alaska Airlines,6,6
2006-06-02,American Airlines,10,10
2006-06-02,China Airlines,1,1
2006-06-02,Continental Airlines,4,4
2006-06-02,Delta Air Lines,13,13
2006-06-02,Jet Blue,3,3
2006-06-02,Northwest Airlines,3,3
2006-06-02,Qantus Airways,1,1
2006-06-02,Singapore Airlines,1,1
2006-06-02,Southwest Airlines,5,5
2006-06-02,Spirit Airlines,2,2
2006-06-02,UAL,14,14
2006-06-02,USAir,7,7
2006-06-05,ATA Aerocondor,1,1
2006-06-05,Air Jamaica,1,1
2006-06-05,Air Tran Airlines(do not use,3,3
2006-06-05,AirTran Airlines,1,1
2006-06-05,Alaska Airlines,3,3
2006-06-05,American Airlines,7,7
2006-06-05,Continental Airlines,8,8
2006-06-05,Delta (Song,1,1
2006-06-05,Delta Air Lines,10,10
2006-06-05,Frontier Airlines,1,1
2006-06-05,Horizon Air,2,2
2006-06-05,Jet Blue,2,2
2006-06-05,Mexicana,1,1
2006-06-05,Northwest Airlines,6,6
2006-06-05,Southwest Airlines,5,5
2006-06-05,UAL,15,15
2006-06-05,USAir,7,7
2006-06-06,Air Canada,1,1
2006-06-06,Air Tran Airlines(do not use,2,2
2006-06-06,AirTran Airlines,1,1
2006-06-06,Alaska Airlines,3,3
2006-06-06,Allegiant Air,1,1
2006-06-06,America West,5,5
2006-06-06,American Airlines,20,20
2006-06-06,China Airlines,1,1
2006-06-06,Continental Airlines,9,9
2006-06-06,Delta Air Lines,9,9
2006-06-06,Frontier Airlines,1,1
2006-06-06,Indian Airlines,1,1
2006-06-06,Jet Blue,4,4
2006-06-06,North American Airlines,1,1
2006-06-06,Northwest Airlines,7,7
2006-06-06,Southwest Airlines,10,10
2006-06-06,Spirit Airlines,2,2
2006-06-06,UAL,13,13
2006-06-06,USA 3000 (U5,1,1
2006-06-06,USAir,8,8
2006-06-06,Westjet Airlines,1,1
2006-06-07,Air Canada,1,1
2006-06-07,Alaska Airlines,2,2
2006-06-07,American Airlines,8,8
2006-06-07,Continental Airlines,2,2
2006-06-07,Delta Air Lines,6,6
2006-06-07,Great Lakes Airline,1,1
2006-06-07,Lufthansa,1,1
2006-06-07,Northwest Airlines,3,3
2006-06-07,Southwest Airlines,3,3
2006-06-07,Spirit Airlines,1,1
2006-06-07,UAL,2,2
2006-06-07,USAir,1,1
2006-06-08,Air Canada,1,1
2006-06-08,AirTran Airlines,2,2
2006-06-08,Alaska Airlines,2,2
2006-06-08,America West,1,1
2006-06-08,American Airlines,7,7
2006-06-08,British Airways,1,1
2006-06-08,Continental Airlines,5,5
2006-06-08,Delta Air Lines,3,3
2006-06-08,Frontier Airlines,1,1
2006-06-08,Hawaiian Airlines,1,1
2006-06-08,Jet Blue,3,3
