date,airline,Item,Claim Amount
2006-06-08,Mexicana,1,1
2006-06-08,Midwest Express Airlines,1,1
2006-06-08,Northwest Airlines,4,4
2006-06-08,Pakistan International Airlines Cor,1,1
2006-06-08,Southwest Airlines,10,10
2006-06-08,UAL,6,6
2006-06-08,USAir,5,5
2006-06-09,Air Tran Airlines(do not use,1,1
2006-06-09,American Airlines,4,4
2006-06-09,Delta Air Lines,1,1
2006-06-09,Jet Blue,1,1
2006-06-09,Midwest Express Airlines,1,1
2006-06-09,Northwest Airlines,2,2
2006-06-09,Southwest Airlines,1,1
2006-06-09,UAL,2,2
2006-06-09,USA 3000 (U5,1,1
2006-06-09,USAir,2,2
2006-06-12,Air Canada,1,1
2006-06-12,Air Tran Airlines(do not use,1,1
2006-06-12,Alaska Airlines,3,3
2006-06-12,America West,1,1
2006-06-12,American Airlines,13,13
2006-06-12,American Eagle,1,1
2006-06-12,British Airways,1,1
2006-06-12,Continental Airlines,7,7
2006-06-12,Delta Air Lines,12,12
2006-06-12,Frontier Airlines,3,3
2006-06-12,Hawaiian Airlines,2,2
2006-06-12,Jet Blue,1,1
2006-06-12,Northwest Airlines,11,11
2006-06-12,Southwest Airlines,6,6
2006-06-12,UAL,13,13
2006-06-12,USAir,8,8
2006-06-13,Air New Zealand,1,1
2006-06-13,Alaska Airlines,2,2
2006-06-13,American Airlines,14,14
2006-06-13,American West,2,2
2006-06-13,Continental Airlines,4,4
2006-06-13,Delta Air Lines,9,9
2006-06-13,Japan Airlines,1,1
2006-06-13,Jet Blue,1,1
2006-06-13,Lufthansa,1,1
2006-06-13,Northwest Airlines,6,6
2006-06-13,Qantus Airways,1,1
2006-06-13,Southwest Airlines,11,11
2006-06-13,Spirit Airlines,1,1
2006-06-13,UAL,12,12
2006-06-13,USAir,5,5
2006-06-14,Air Tran Airlines(do not use,4,4
2006-06-14,AirTran Airlines,2,2
2006-06-14,Alaska Airlines,1,1
2006-06-14,Allegiant Air,1,1
2006-06-14,America West,1,1
2006-06-14,American Airlines,11,11
2006-06-14,British Airways,1,1
2006-06-14,Comair,1,1
2006-06-14,Continental Airlines,6,6
2006-06-14,Delta Air Lines,12,12
2006-06-14,Jet Blue,1,1
2006-06-14,Northwest Airlines,8,8
2006-06-14,Skywest Airlines Inc USA,1,1
2006-06-14,Southwest Airlines,10,10
2006-06-14,Spirit Airlines,1,1
2006-06-14,UAL,4,4
2006-06-14,US Express,1,1
2006-06-14,USAir,4,4
2006-06-15,Air Canada,2,2
2006-06-15,Air Tran Airlines(do not use,1,1
2006-06-15,AirTran Airlines,1,1
2006-06-15,Alitalia,1,1
2006-06-15,American Airlines,11,11
2006-06-15,American Eagle,1,1
2006-06-15,British Airways,1,1
2006-06-15,Continental Airlines,4,4
2006-06-15,Delta Air Lines,10,10
2006-06-15,Frontier Airlines,1,1
2006-06-15,Jet Blue,2,2
2006-06-15,Northwest Airlines,6,6
2006-06-15,Skywest Airlines Australia,1,1
2006-06-15,Southwest Airlines,5,5
2006-06-15,Spirit Airlines,2,2
2006-06-15,UAL,7,7
2006-06-15,USAir,4,4
2006-06-15,Virgin Atlantic,1,1
2006-06-16,AirTran Airlines,2,2
2006-06-16,Alaska Airlines,1,1
2006-06-16,America Trans Air,1,1
2006-06-16,America West,1,1
2006-06-16,American Airlines,6,6
2006-06-16,American Eagle,1,1
2006-06-16,British Airways,1,1
2006-06-16,Champion Airlines,1,1
2006-06-16,Continental Airlines,8,8
2006-06-16,Delta Air Lines,9,9
2006-06-16,Frontier Airlines,2,2
2006-06-16,Jet Blue,3,3
2006-06-16,KLM Royal Dutch Airlines,1,1
2006-06-16,Northwest Airlines,6,6
2006-06-16,Southwest Airlines,7,7
2006-06-16,Spirit Airlines,2,2
2006-06-16,UAL,3,3
2006-06-16,USAir,3,3
2006-06-19,Air Tran Airlines(do not use,1,1
2006-06-19,Alaska Airlines,1,1
2006-06-19,American Airlines,8,8
2006-06-19,Continental Airlines,4,4
2006-06-19,Continental Express,1,1
2006-06-19,Delta Air Lines,2,2
2006-06-19,Frontier Airlines,1,1
2006-06-19,Japan Airlines,1,1
2006-06-19,Jet Blue,3,3
2006-06-19,Northwest Airlines,5,5
2006-06-19,Southwest Airlines,3,3
2006-06-19,Spirit Airlines,2,2
2006-06-19,UAL,7,7
2006-06-19,USAir,2,2
2006-06-19,Virgin Atlantic,1,1
2006-06-20,Air Tran Airlines(do not use,1,1
2006-06-20,AirTran Airlines,2,2
2006-06-20,Alaska Airlines,2,2
2006-06-20,Aloha Airlines,2,2
2006-06-20,America West,1,1
2006-06-20,American Airlines,16,16
2006-06-20,American Eagle,4,4
2006-06-20,Continental Airlines,13,13
2006-06-20,Continental Express,1,1
2006-06-20,Delta Air Lines,9,9
2006-06-20,Frontier Airlines,1,1
2006-06-20,Hawaiian Airlines,1,1
2006-06-20,Jet Blue,3,3
2006-06-20,Northwest Airlines,13,13
2006-06-20,Southwest Airlines,13,13
2006-06-20,Spirit Airlines,1,1
2006-06-20,UAL,11,11
2006-06-20,USAir,5,5
2006-06-20,Virgin Atlantic,1,1
2006-06-21,Air Tran Airlines(do not use,1,1
2006-06-21,AirTran Airlines,1,1
2006-06-21,American Airlines,2,2
2006-06-21,American Eagle,2,2
2006-06-21,Continental Airlines,3,3
2006-06-21,Delta Air Lines,6,6
2006-06-21,Hawaiian Airlines,1,1
2006-06-21,Jet Blue,1,1
2006-06-21,Northwest Airlines,2,2
2006-06-21,UAL,2,2
2006-06-21,USA 3000 (U5,1,1
2006-06-21,USAir,1,1
2006-06-22,ATA Aerocondor,1,1
2006-06-22,Air Canada,1,1
2006-06-22,Air Tran Airlines(do not use,1,1
2006-06-22,AirTran Airlines,2,2
2006-06-22,Alaska Airlines,1,1
2006-06-22,American Airlines,9,9
2006-06-22,American Eagle,1,1
2006-06-22,Continental Airlines,3,3
2006-06-22,Delta Air Lines,7,7
2006-06-22,Frontier Airlines,3,3
2006-06-22,Hawaiian Airlines,2,2
2006-06-22,Horizon Air,1,1
2006-06-22,Jet Blue,2,2
2006-06-22,Northwest Airlines,7,7
2006-06-22,Southwest Airlines,7,7
2006-06-22,UAL,13,13
2006-06-22,USAir,1,1
2006-06-23,Air Canada,1,1
2006-06-23,Air Tran Airlines(do not use,1,1
2006-06-23,Alaska Airlines,2,2
2006-06-23,Allegiant Air,1,1
2006-06-23,America West,1,1
2006-06-23,American Airlines,8,8
2006-06-23,American West,2,2
2006-06-23,Continental Airlines,4,4
2006-06-23,Delta Air Lines,7,7
2006-06-23,Frontier Airlines,1,1
2006-06-23,Jet Blue,3,3
2006-06-23,Northwest Airlines,5,5
2006-06-23,Southwest Airlines,6,6
2006-06-23,UAL,9,9
2006-06-23,USAir,1,1
2006-06-26,AirTran Airlines,1,1
2006-06-26,American Airlines,4,4
2006-06-26,Continental Airlines,3,3
2006-06-26,Delta Air Lines,5,5
2006-06-26,Hawaiian Airlines,1,1
2006-06-26,Jet Blue,1,1
2006-06-26,Northwest Airlines,1,1
2006-06-26,Spirit Airlines,1,1
2006-06-26,UAL,4,4
2006-06-26,USAir,3,3
2006-06-27,Air France,1,1
2006-06-27,Alaska Airlines,2,2
2006-06-27,America West,1,1
2006-06-27,American Airlines,8,8
2006-06-27,Continental Airlines,6,6
2006-06-27,Delta Air Lines,2,2
2006-06-27,Frontier Airlines,2,2
2006-06-27,Hawaiian Airlines,2,2
2006-06-27,Jet Blue,2,2
2006-06-27,Jet Train Airlines,1,1
2006-06-27,Northwest Airlines,2,2
2006-06-27,Southwest Airlines,5,5
2006-06-27,UAL,5,5
2006-06-27,USAir,5,5
2006-06-28,Aero Mexico,1,1
2006-06-28,Air France,1,1
2006-06-28,Air Tran Airlines(do not use,2,2
2006-06-28,AirTran Airlines,1,1
2006-06-28,Alaska Airlines,4,4
2006-06-28,Allegiant Air,1,1
2006-06-28,Aloha Airlines,1,1
2006-06-28,American Airlines,17,17
2006-06-28,American West,2,2
2006-06-28,Brit Air,1,1
2006-06-28,British Airways,2,2
2006-06-28,Continental Airlines,7,7
2006-06-28,Delta (Song,1,1
2006-06-28,Delta Air Lines,14,14
2006-06-28,Frontier Airlines,1,1
2006-06-28,Frontier Aviation,1,1
2006-06-28,Jet Blue,2,2
2006-06-28,Lufthansa,1,1
2006-06-28,Northwest Airlines,6,6
2006-06-28,Southwest Airlines,8,8
2006-06-28,UAL,19,19
2006-06-28,USA 3000 (U5,1,1
2006-06-28,USAir,8,8
2006-06-29,Air Tran Airlines(do not use,1,1
2006-06-29,AirTran Airlines,1,1
2006-06-29,Alaska Airlines,1,1
2006-06-29,American Airlines,11,11
2006-06-29,British Airways,2,2
2006-06-29,British West Indies Airlines,1,1
2006-06-29,Continental Airlines,3,3
2006-06-29,Delta Air Lines,8,8
2006-06-29,Hawaiian Airlines,1,1
2006-06-29,Jet Blue,4,4
2006-06-29,Northwest Airlines,9,9
2006-06-29,Southwest Airlines,10,10
2006-06-29,UAL,14,14
2006-06-29,USAir,4,4
2006-06-30,ATA Aerocondor,1,1
2006-06-30,Alaska Airlines,1,1
2006-06-30,American Airlines,8,8
2006-06-30,American Eagle,1,1
2006-06-30,Continental Airlines,4,4
2006-06-30,Delta Air Lines,7,7
2006-06-30,Horizon Air,1,1
2006-06-30,Japan Airlines,1,1
2006-06-30,Jet Blue,1,1
2006-06-30,KLM Royal Dutch Airlines,1,1
2006-06-30,Northwest Airlines,3,3
2006-06-30,Southwest Airlines,5,5
2006-06-30,Spirit Airlines,1,1
2006-06-30,Swiss Air,1,1
2006-06-30,UAL,10,10
2006-06-30,USAir,2,2
2006-07-02,American Airlines,1,1
2006-07-03,Air Tran Airlines(do not use,1,1
2006-07-03,AirTran Airlines,1,1
2006-07-03,Alaska Airlines,2,2
2006-07-03,American Airlines,10,10
2006-07-03,American Eagle,1,1
2006-07-03,Cape Air,1,1
2006-07-03,Continental Airlines,8,8
2006-07-03,Continental Express,1,1
2006-07-03,Delta (Song,1,1
2006-07-03,Delta Air Lines,5,5
2006-07-03,Frontier Airlines,1,1
2006-07-03,Jet Blue,3,3
2006-07-03,Lufthansa,5,5
2006-07-03,Northwest Airlines,5,5
2006-07-03,Southwest Airlines,4,4
2006-07-03,UAL,7,7
2006-07-03,USAir,2,2
2006-07-04,Continental Airlines,1,1
2006-07-05,ATA Aerocondor,1,1
2006-07-05,Air Tran Airlines(do not use,1,1
2006-07-05,AirTran Airlines,1,1
2006-07-05,Alaska Airlines,2,2
2006-07-05,America West,1,1
2006-07-05,American Airlines,7,7
2006-07-05,American Eagle,1,1
2006-07-05,Avianca,1,1
2006-07-05,British Airways,2,2
2006-07-05,Cathay Pacific - CX,1,1
2006-07-05,Continental Airlines,5,5
2006-07-05,Delta Air Lines,5,5
2006-07-05,Frontier Airlines,1,1
2006-07-05,Hawaiian Airlines,2,2
2006-07-05,Jet Blue,3,3
2006-07-05,Northwest Airlines,11,11
2006-07-05,Southwest Airlines,5,5
2006-07-05,UAL,8,8
2006-07-05,USAir,2,2
2006-07-06,Air Canada,1,1
2006-07-06,Air Jamaica,1,1
2006-07-06,AirTran Airlines,3,3
2006-07-06,Alaska Airlines,1,1
2006-07-06,Allegiant Air,1,1
2006-07-06,America West,3,3
2006-07-06,American Airlines,8,8
2006-07-06,American Eagle,1,1
2006-07-06,Continental Airlines,11,11
2006-07-06,Delta Air Lines,10,10
2006-07-06,EL AL Israeli Airlines,1,1
2006-07-06,Frontier Airlines,2,2
2006-07-06,Northwest Airlines,10,10
2006-07-06,Southwest Airlines,9,9
2006-07-06,Spirit Airlines,1,1
2006-07-06,UAL,15,15
2006-07-06,USAir,6,6
2006-07-07,Air France,1,1
2006-07-07,Air Tran Airlines(do not use,4,4
2006-07-07,AirTran Airlines,1,1
2006-07-07,Alaska Airlines,3,3
2006-07-07,Aloha Airlines,1,1
2006-07-07,American Airlines,12,12
2006-07-07,American West,1,1
2006-07-07,British Airways,1,1
2006-07-07,Cape Air,1,1
2006-07-07,Continental Airlines,4,4
2006-07-07,Delta (Song,1,1
2006-07-07,Delta Air Lines,10,10
2006-07-07,Hawaiian Airlines,2,2
2006-07-07,Jet Blue,2,2
2006-07-07,Lufthansa,2,2
2006-07-07,Northwest Airlines,5,5
2006-07-07,Southwest Airlines,7,7
2006-07-07,Spirit Airlines,4,4
2006-07-07,UAL,8,8
2006-07-07,USAir,5,5
2006-07-10,Air Canada,1,1
2006-07-10,Air Tran Airlines(do not use,2,2
2006-07-10,AirTran Airlines,2,2
2006-07-10,Alaska Airlines,3,3
2006-07-10,Allegiant Air,1,1
2006-07-10,America West,3,3
2006-07-10,American Airlines,20,20
2006-07-10,British Airways,2,2
2006-07-10,Cathay Pacific - CX,1,1
2006-07-10,Continental Airlines,6,6
2006-07-10,Delta Air Lines,18,18
2006-07-10,Frontier Airlines,3,3
2006-07-10,Jet Blue,1,1
2006-07-10,Lufthansa,1,1
2006-07-10,Midwest Express Airlines,1,1
2006-07-10,Northwest Airlines,6,6
2006-07-10,Southwest Airlines,9,9
2006-07-10,Spirit Airlines,4,4
2006-07-10,UAL,11,11
2006-07-10,USAir,14,14
2006-07-11,Aero Mexico,1,1
2006-07-11,Air Tran Airlines(do not use,2,2
2006-07-11,Alaska Airlines,1,1
2006-07-11,Allegiant Air,1,1
2006-07-11,Aloha Airlines,1,1
2006-07-11,American Airlines,10,10
2006-07-11,Continental Airlines,6,6
2006-07-11,Delta Air Lines,14,14
2006-07-11,Frontier Airlines,2,2
2006-07-11,Hawaiian Airlines,1,1
2006-07-11,Japan Airlines,1,1
2006-07-11,Jet Blue,5,5
2006-07-11,Midwest Express Airlines,1,1
2006-07-11,Northwest Airlines,4,4
2006-07-11,Southwest Airlines,4,4
2006-07-11,Spirit Airlines,1,1
2006-07-11,UAL,20,20
2006-07-11,USA 3000 (U5,3,3
2006-07-11,USAir,5,5
2006-07-12,AirTran Airlines,1,1
2006-07-12,Alaska Airlines,2,2
2006-07-12,Aloha Airlines,1,1
2006-07-12,American Airlines,6,6
2006-07-12,British Airways,1,1
2006-07-12,Continental Airlines,2,2
2006-07-12,Delta Air Lines,2,2
2006-07-12,Jet Blue,1,1
2006-07-12,Northwest Airlines,1,1
2006-07-12,Southwest Airlines,4,4
2006-07-12,UAL,5,5
2006-07-12,USAir,2,2
2006-07-13,Air Canada,1,1
2006-07-13,Air France,1,1
2006-07-13,Air Tran Airlines(do not use,1,1
2006-07-13,AirTran Airlines,1,1
2006-07-13,Alaska Airlines,2,2
2006-07-13,America West,2,2
2006-07-13,American Airlines,7,7
2006-07-13,American Eagle,1,1
2006-07-13,Continental Airlines,5,5
2006-07-13,Delta Air Lines,7,7
2006-07-13,Jet Blue,4,4
2006-07-13,Lufthansa,1,1
2006-07-13,Midwest Express Airlines,1,1
2006-07-13,Northwest Airlines,7,7
2006-07-13,Southwest Airlines,13,13
2006-07-13,Sun Country Airlines,1,1
2006-07-13,UAL,11,11
2006-07-13,USAir,4,4
2006-07-14,AirTran Airlines,2,2
2006-07-14,Alaska Airlines,2,2
2006-07-14,America West,1,1
2006-07-14,American Airlines,7,7
2006-07-14,American Eagle,1,1
2006-07-14,Continental Airlines,4,4
2006-07-14,Delta Air Lines,6,6
2006-07-14,Frontier Airlines,3,3
2006-07-14,Go,1,1
2006-07-14,Horizon Air,1,1
2006-07-14,Jet Blue,2,2
2006-07-14,Midwest Express Airlines,1,1
2006-07-14,Northwest Airlines,4,4
2006-07-14,Southwest Airlines,5,5
2006-07-14,UAL,9,9
2006-07-14,USAir,3,3
2006-07-16,Delta Air Lines,1,1
2006-07-17,Air Canada,2,2
2006-07-17,Air Tran Airlines(do not use,1,1
2006-07-17,AirTran Airlines,4,4
2006-07-17,Alaska Airlines,4,4
2006-07-17,American Airlines,13,13
2006-07-17,British Airways,2,2
2006-07-17,Continental Airlines,14,14
2006-07-17,Delta Air Lines,11,11
2006-07-17,Frontier Airlines,1,1
2006-07-17,Japan Airlines,1,1
2006-07-17,Jet Blue,3,3
2006-07-17,Jet Train Airlines,1,1
2006-07-17,Northwest Airlines,10,10
2006-07-17,Southwest Airlines,13,13
2006-07-17,UAL,10,10
2006-07-17,USA 3000 (U5,1,1
2006-07-17,USAir,7,7
2006-07-18,Air Tran Airlines(do not use,2,2
2006-07-18,AirTran Airlines,2,2
2006-07-18,Alaska Airlines,1,1
2006-07-18,American Airlines,11,11
2006-07-18,American Eagle,1,1
2006-07-18,British Airways,1,1
2006-07-18,Continental Airlines,2,2
2006-07-18,Delta Air Lines,2,2
2006-07-18,Frontier Airlines,2,2
2006-07-18,Jet Blue,2,2
2006-07-18,Lufthansa,1,1
2006-07-18,Monarch Airlines,1,1
2006-07-18,Northwest Airlines,4,4
2006-07-18,Scandinavian Airlines Systems,1,1
2006-07-18,Southwest Airlines,2,2
2006-07-18,Sun Country Airlines,1,1
2006-07-18,UAL,7,7
2006-07-18,USAir,4,4
2006-07-19,Air Tran Airlines(do not use,3,3
2006-07-19,Alaska Airlines,5,5
2006-07-19,American Airlines,12,12
2006-07-19,American West,1,1
2006-07-19,Continental Airlines,8,8
2006-07-19,Delta Air Lines,9,9
2006-07-19,Frontier Airlines,2,2
2006-07-19,Jet Blue,1,1
2006-07-19,Lufthansa,1,1
2006-07-19,Northwest Airlines,10,10
2006-07-19,Southwest Airlines,6,6
2006-07-19,UAL,9,9
2006-07-19,USA 3000 (U5,1,1
2006-07-19,USAir,1,1
2006-07-19,Westjet Airlines,1,1
2006-07-20,Air France,1,1
2006-07-20,AirTran Airlines,2,2
2006-07-20,Alaska Airlines,6,6
2006-07-20,American Airlines,8,8
2006-07-20,Continental Airlines,4,4
2006-07-20,Delta Air Lines,3,3
2006-07-20,Frontier Airlines,1,1
2006-07-20,Jet Blue,1,1
2006-07-20,Northwest Airlines,4,4
2006-07-20,Skywest Airlines Inc USA,1,1
2006-07-20,Southwest Airlines,4,4
2006-07-20,Spirit Airlines,2,2
2006-07-20,UAL,4,4
2006-07-20,USA 3000 (U5,1,1
2006-07-20,USAir,4,4
2006-07-21,Air Tran Airlines(do not use,1,1
2006-07-21,AirTran Airlines,1,1
2006-07-21,Alaska Airlines,2,2
2006-07-21,American Airlines,7,7
2006-07-21,Continental Airlines,4,4
2006-07-21,Delta Air Lines,10,10
2006-07-21,Frontier Airlines,1,1
2006-07-21,Jet Blue,4,4
2006-07-21,Northwest Airlines,3,3
2006-07-21,Southwest Airlines,5,5
2006-07-21,Spirit Airlines,1,1
2006-07-21,UAL,9,9
2006-07-21,US Express,1,1
2006-07-21,USAir,2,2
2006-07-24,Air Tran Airlines(do not use,1,1
2006-07-24,AirTran Airlines,1,1
2006-07-24,Alaska Airlines,5,5
2006-07-24,Aloha Airlines,1,1
2006-07-24,America West,1,1
2006-07-24,American Airlines,8,8
2006-07-24,China Airlines,1,1
2006-07-24,Continental Airlines,3,3
2006-07-24,Delta Air Lines,3,3
2006-07-24,Jet Blue,1,1
2006-07-24,Northwest Airlines,4,4
2006-07-24,Southwest Airlines,5,5
2006-07-24,UAL,8,8
2006-07-24,USAir,3,3
2006-07-25,Air France,1,1
2006-07-25,AirTran Airlines,2,2
2006-07-25,Alaska Airlines,3,3
2006-07-25,Allegiant Air,1,1
2006-07-25,American Airlines,11,11
2006-07-25,Continental Airlines,8,8
2006-07-25,Delta Air Lines,8,8
2006-07-25,Hawaiian Airlines,1,1
2006-07-25,Jet Blue,2,2
2006-07-25,Northwest Airlines,8,8
2006-07-25,Southwest Airlines,6,6
2006-07-25,Spirit Airlines,2,2
2006-07-25,UAL,16,16
2006-07-25,USAir,9,9
2006-07-26,Air France,1,1
2006-07-26,Air Tran Airlines(do not use,1,1
2006-07-26,AirTran Airlines,1,1
2006-07-26,Alaska Airlines,1,1
2006-07-26,Allegiant Air,1,1
2006-07-26,America West,2,2
2006-07-26,American Airlines,9,9
2006-07-26,American West,1,1
2006-07-26,British Airways,1,1
2006-07-26,Continental Airlines,6,6
2006-07-26,Delta Air Lines,5,5
2006-07-26,Frontier Airlines,1,1
2006-07-26,Jet Blue,3,3
2006-07-26,Northwest Airlines,4,4
2006-07-26,Piedmont Airlines,1,1
2006-07-26,Southwest Airlines,9,9
2006-07-26,UAL,4,4
2006-07-26,USAir,1,1
2006-07-26,Virgin Atlantic,2,2
2006-07-27,Air France,1,1
2006-07-27,Air Tran Airlines(do not use,1,1
2006-07-27,AirTran Airlines,1,1
2006-07-27,Alaska Airlines,4,4
2006-07-27,Allegiant Air,1,1
2006-07-27,American Airlines,4,4
2006-07-27,Avianca,1,1
2006-07-27,Continental Airlines,4,4
2006-07-27,Delta Air Lines,7,7
2006-07-27,Midwest Express Airlines,1,1
2006-07-27,Northwest Airlines,3,3
2006-07-27,Southwest Airlines,3,3
2006-07-27,Spirit Airlines,1,1
2006-07-27,UAL,5,5
2006-07-27,USAir,4,4
2006-07-28,ATA Aerocondor,1,1
2006-07-28,Air France,1,1
2006-07-28,Air Tran Airlines(do not use,1,1
2006-07-28,AirTran Airlines,1,1
2006-07-28,Alaska Airlines,2,2
2006-07-28,Allegiant Air,1,1
2006-07-28,America West,1,1
2006-07-28,American Airlines,4,4
2006-07-28,Continental Airlines,4,4
2006-07-28,Delta Air Lines,4,4
2006-07-28,Frontier Airlines,2,2
2006-07-28,Hawaiian Airlines,1,1
2006-07-28,Horizon Air,1,1
2006-07-28,Jet Blue,4,4
2006-07-28,Midwest Express Airlines,1,1
2006-07-28,Northwest Airlines,6,6
2006-07-28,OMNI Air Express- (OY,1,1
2006-07-28,Southwest Airlines,2,2
2006-07-28,Spirit Airlines,1,1
2006-07-28,UAL,6,6
2006-07-28,USAir,2,2
2006-07-29,Continental Airlines,1,1
2006-07-31,Air Canada,1,1
2006-07-31,Air France,1,1
2006-07-31,Air Tran Airlines(do not use,5,5
2006-07-31,AirTran Airlines,2,2
2006-07-31,Alaska Airlines,4,4
2006-07-31,Allegiant Air,1,1
2006-07-31,Aloha Airlines,1,1
2006-07-31,America West,3,3
2006-07-31,American Airlines,9,9
2006-07-31,British Airways,1,1
2006-07-31,Continental Airlines,11,11
2006-07-31,Delta Air Lines,7,7
2006-07-31,Frontier Airlines,1,1
2006-07-31,Hawaiian Airlines,1,1
2006-07-31,Horizon Air,1,1
2006-07-31,Jet Blue,4,4
2006-07-31,Lufthansa,1,1
2006-07-31,Midwest Express Airlines,1,1
2006-07-31,Northwest Airlines,13,13
2006-07-31,Qantus Airways,1,1
2006-07-31,Southwest Airlines,6,6
2006-07-31,Spirit Airlines,2,2
2006-07-31,UAL,9,9
2006-07-31,USAir,9,9
2006-08-01,Alaska Airlines,1,1
2006-08-01,America Trans Air,1,1
2006-08-01,America West,1,1
2006-08-01,American Airlines,7,7
2006-08-01,British Airways,1,1
2006-08-01,Continental Airlines,1,1
2006-08-01,Delta Air Lines,4,4
2006-08-01,Hawaiian Airlines,1,1
2006-08-01,Northwest Airlines,3,3
2006-08-01,Singapore Airlines,1,1
2006-08-01,Southwest Airlines,2,2
2006-08-01,UAL,6,6
2006-08-01,USAir,3,3
2006-08-02,AirTran Airlines,3,3
2006-08-02,Alaska Airlines,4,4
2006-08-02,Allegiant Air,1,1
2006-08-02,American Airlines,9,9
2006-08-02,British Airways,1,1
2006-08-02,Champion Airlines,1,1
2006-08-02,Continental Airlines,6,6
2006-08-02,Delta Air Lines,9,9
2006-08-02,Frontier Airlines,2,2
2006-08-02,Great Lakes Airline,1,1
2006-08-02,Jet Blue,2,2
2006-08-02,Northwest Airlines,6,6
2006-08-02,Southwest Airlines,9,9
2006-08-02,Spirit Airlines,2,2
2006-08-02,UAL,7,7
2006-08-02,USAir,4,4
2006-08-02,Virgin Atlantic,1,1
2006-08-03,Air Tran Airlines(do not use,2,2
2006-08-03,Alaska Airlines,3,3
2006-08-03,Aloha Airlines,1,1
2006-08-03,American Airlines,10,10
2006-08-03,Continental Airlines,5,5
2006-08-03,Delta Air Lines,4,4
2006-08-03,Frontier Airlines,2,2
2006-08-03,Jet Blue,2,2
2006-08-03,Lan Airlines,1,1
2006-08-03,Lufthansa,2,2
2006-08-03,Northwest Airlines,5,5
2006-08-03,Southwest Airlines,6,6
2006-08-03,UAL,8,8
2006-08-03,USAir,5,5
2006-08-03,Virgin Atlantic,3,3
2006-08-04,Air France,1,1
2006-08-04,American Airlines,5,5
2006-08-04,American Eagle,1,1
2006-08-04,American West,1,1
2006-08-04,China Airlines,1,1
2006-08-04,Continental Airlines,4,4
2006-08-04,Delta Air Lines,7,7
2006-08-04,Frontier Airlines,1,1
2006-08-04,Island Air,1,1
2006-08-04,Jet Blue,1,1
2006-08-04,Northwest Airlines,4,4
2006-08-04,South African Airways,1,1
2006-08-04,Southwest Airlines,4,4
2006-08-04,UAL,3,3
2006-08-04,US Express,1,1
2006-08-04,USA 3000 (U5,1,1
2006-08-04,USAir,2,2
2006-08-06,UAL,1,1
2006-08-07,ATA Aerocondor,1,1
2006-08-07,Air France,1,1
2006-08-07,Air Tran Airlines(do not use,1,1
2006-08-07,AirTran Airlines,1,1
2006-08-07,Alaska Airlines,4,4
2006-08-07,Allegiant Air,2,2
2006-08-07,Aloha Airlines,1,1
2006-08-07,America West,4,4
2006-08-07,American Airlines,10,10
2006-08-07,American West,1,1
2006-08-07,Continental Airlines,13,13
2006-08-07,Continental Express,1,1
2006-08-07,Delta Air Lines,12,12
2006-08-07,Jet Blue,3,3
2006-08-07,KLM Royal Dutch Airlines,1,1
2006-08-07,Northwest Airlines,8,8
2006-08-07,Southwest Airlines,12,12
2006-08-07,UAL,10,10
2006-08-07,USAir,6,6
2006-08-08,Air Tran Airlines(do not use,2,2
2006-08-08,AirTran Airlines,1,1
2006-08-08,Alaska Airlines,1,1
2006-08-08,American Airlines,8,8
2006-08-08,American Eagle,1,1
2006-08-08,Continental Airlines,2,2
2006-08-08,Delta Air Lines,1,1
2006-08-08,Hawaiian Airlines,1,1
2006-08-08,Jet Blue,2,2
2006-08-08,Mexicana,1,1
2006-08-08,Midwest Express Airlines,1,1
2006-08-08,Northwest Airlines,1,1
2006-08-08,Qantus Airways,1,1
2006-08-08,Southwest Airlines,3,3
2006-08-08,UAL,3,3
2006-08-08,USAir,3,3
2006-08-09,ATA Aerocondor,1,1
2006-08-09,Air Jamaica,1,1
2006-08-09,Air Tran Airlines(do not use,1,1
2006-08-09,America West,1,1
2006-08-09,American Airlines,12,12
2006-08-09,Cathay Pacific - CX,1,1
2006-08-09,Continental Airlines,5,5
2006-08-09,Delta Air Lines,5,5
2006-08-09,Frontier Airlines,1,1
2006-08-09,Jet Blue,2,2
2006-08-09,Northwest Airlines,3,3
2006-08-09,Skywest Airlines Inc USA,1,1
2006-08-09,Southwest Airlines,5,5
2006-08-09,UAL,6,6
2006-08-09,USAir,2,2
2006-08-10,AirTran Airlines,2,2
2006-08-10,Alaska Airlines,1,1
2006-08-10,American Airlines,3,3
2006-08-10,American Eagle,1,1
2006-08-10,Continental Airlines,1,1
