date,airline,arr_flights,delay,carrier_delay,weather_delay,late_aircraft_delay,cancelled
2005-5-01,ExpressJet Airlines,112,112,112,112,112,112
2005-5-01,Frontier Airlines,36,36,36,36,36,36
2005-5-01,Hawaiian Airlines,13,13,13,13,13,13
2005-5-01,Independence Air,46,46,46,46,46,46
2005-5-01,JetBlue Airways,29,29,29,29,29,29
2005-5-01,Northwest Airlines,118,118,118,118,118,118
2005-5-01,SkyWest Airlines,123,123,123,123,123,123
2005-5-01,Southwest Airlines,60,60,60,60,60,60
2005-5-01,US Airways,64,64,64,64,64,64
2005-5-01,United Air Lines,79,79,79,79,79,79
2005-6-01,ATA Airlines d/b/a ATA,20,20,20,20,20,20
2005-6-01,AirTran Airways,46,46,46,46,46,46
2005-6-01,Alaska Airlines,46,46,46,46,46,46
2005-6-01,America West Airlines,51,51,51,51,51,51
2005-6-01,American Airlines,82,82,82,82,82,82
2005-6-01,American Eagle Airlines,105,105,105,105,105,105
2005-6-01,Atlantic Southeast Airlines,116,116,116,116,116,116
2005-6-01,Comair,110,110,110,110,110,110
2005-6-01,Continental Air Lines,79,79,79,79,79,79
2005-6-01,Delta Air Lines,104,104,104,104,104,104
2005-6-01,ExpressJet Airlines,115,115,115,115,115,115
2005-6-01,Frontier Airlines,38,38,38,38,38,38
2005-6-01,Hawaiian Airlines,13,13,13,13,13,13
2005-6-01,Independence Air,45,45,45,45,45,45
2005-6-01,JetBlue Airways,30,30,30,30,30,30
2005-6-01,Northwest Airlines,116,116,116,116,116,116
2005-6-01,SkyWest Airlines,125,126,125,125,125,125
2005-6-01,Southwest Airlines,60,60,60,60,60,60
2005-6-01,US Airways,63,63,63,63,63,63
2005-6-01,United Air Lines,80,80,80,80,80,80
2005-7-01,ATA Airlines d/b/a ATA,20,20,20,20,20,20
2005-7-01,AirTran Airways,46,46,46,46,46,46
2005-7-01,Alaska Airlines,46,46,46,46,46,46
2005-7-01,America West Airlines,52,52,52,52,52,52
2005-7-01,American Airlines,82,82,82,82,82,82
2005-7-01,American Eagle Airlines,105,105,105,105,105,105
2005-7-01,Atlantic Southeast Airlines,116,116,116,116,116,116
2005-7-01,Comair,108,108,108,108,108,108
2005-7-01,Continental Air Lines,73,73,73,73,73,73
2005-7-01,Delta Air Lines,104,104,104,104,104,104
2005-7-01,ExpressJet Airlines,114,114,114,114,114,114
2005-7-01,Frontier Airlines,38,38,38,38,38,38
2005-7-01,Hawaiian Airlines,13,13,13,13,13,13
2005-7-01,Independence Air,45,45,45,45,45,45
2005-7-01,JetBlue Airways,30,30,30,30,30,30
2005-7-01,Northwest Airlines,113,113,113,113,113,113
2005-7-01,SkyWest Airlines,108,110,108,108,108,108
2005-7-01,Southwest Airlines,60,60,60,60,60,60
2005-7-01,US Airways,63,63,63,63,63,63
2005-7-01,United Air Lines,80,80,80,80,80,80
2005-8-01,ATA Airlines d/b/a ATA,20,20,20,20,20,20
2005-8-01,AirTran Airways,46,46,46,46,46,46
2005-8-01,Alaska Airlines,45,45,45,45,45,45
2005-8-01,America West Airlines,52,52,52,52,52,52
2005-8-01,American Airlines,83,84,83,83,83,83
2005-8-01,American Eagle Airlines,105,105,105,105,105,105
2005-8-01,Atlantic Southeast Airlines,120,120,120,120,120,120
2005-8-01,Comair,108,108,108,108,108,108
2005-8-01,Continental Air Lines,71,71,71,71,71,71
2005-8-01,Delta Air Lines,104,104,104,104,104,104
2005-8-01,ExpressJet Airlines,115,115,115,115,115,115
2005-8-01,Frontier Airlines,39,39,39,39,39,39
2005-8-01,Hawaiian Airlines,13,13,13,13,13,13
2005-8-01,Independence Air,45,45,45,45,45,45
2005-8-01,JetBlue Airways,31,31,31,31,31,31
2005-8-01,Northwest Airlines,115,115,115,115,115,115
2005-8-01,SkyWest Airlines,111,111,111,111,111,111
2005-8-01,Southwest Airlines,60,60,60,60,60,60
2005-8-01,US Airways,63,63,63,63,63,63
2005-8-01,United Air Lines,80,80,80,80,80,80
2005-9-01,ATA Airlines d/b/a ATA,18,18,18,18,18,18
2005-9-01,AirTran Airways,46,46,46,46,46,46
2005-9-01,Alaska Airlines,45,45,45,45,45,45
2005-9-01,America West Airlines,52,52,52,52,52,52
2005-9-01,American Airlines,84,84,84,84,84,84
2005-9-01,American Eagle Airlines,105,105,105,105,105,105
2005-9-01,Atlantic Southeast Airlines,122,122,122,122,122,122
2005-9-01,Comair,108,108,108,108,108,108
2005-9-01,Continental Air Lines,72,72,72,72,72,72
2005-9-01,Delta Air Lines,100,100,100,100,100,100
2005-9-01,ExpressJet Airlines,117,117,117,117,117,117
2005-9-01,Frontier Airlines,39,39,39,39,39,39
2005-9-01,Hawaiian Airlines,14,14,14,14,14,14
2005-9-01,Independence Air,45,45,45,45,45,45
2005-9-01,JetBlue Airways,30,30,30,30,30,30
2005-9-01,Northwest Airlines,115,115,115,115,115,115
2005-9-01,SkyWest Airlines,116,116,116,116,116,116
2005-9-01,Southwest Airlines,60,60,60,60,60,60
2005-9-01,US Airways,61,61,61,61,61,61
2005-9-01,United Air Lines,79,79,79,79,79,79
2006-1-01,ATA Airlines d/b/a ATA,15,16,15,15,15,15
2006-1-01,AirTran Airways,46,46,46,46,46,46
2006-1-01,Alaska Airlines,46,46,46,46,46,46
2006-1-01,American Airlines,85,85,85,85,85,85
2006-1-01,American Eagle Airlines,111,111,111,111,111,111
2006-1-01,Atlantic Southeast Airlines,130,131,130,130,130,130
2006-1-01,Comair,106,106,106,106,106,106
2006-1-01,Continental Air Lines,72,72,72,72,72,72
2006-1-01,Delta Air Lines,100,100,100,100,100,100
2006-1-01,ExpressJet Airlines,118,118,118,118,118,118
2006-1-01,Frontier Airlines,38,38,38,38,38,38
2006-1-01,Hawaiian Airlines,14,14,14,14,14,14
2006-1-01,JetBlue Airways,33,33,33,33,33,33
2006-1-01,Mesa Airlines,135,135,135,135,135,135
2006-1-01,Northwest Airlines,111,111,111,111,111,111
2006-1-01,SkyWest Airlines,121,121,121,121,121,121
2006-1-01,Southwest Airlines,62,62,62,62,62,62
2006-1-01,US Airways,79,79,79,79,79,79
2006-1-01,United Air Lines,84,84,84,84,84,84
2006-10-01,ATA Airlines d/b/a ATA,13,13,13,13,13,13
2006-10-01,AirTran Airways,48,48,48,48,48,48
2006-10-01,Alaska Airlines,45,45,45,45,45,45
2006-10-01,Aloha Airlines,11,11,11,11,11,11
2006-10-01,American Airlines,75,75,75,75,75,75
2006-10-01,American Eagle Airlines,114,114,114,114,114,114
2006-10-01,Atlantic Southeast Airlines,136,139,136,136,136,136
2006-10-01,Comair,92,92,92,92,92,92
2006-10-01,Continental Air Lines,70,70,70,70,70,70
2006-10-01,Delta Air Lines,98,99,98,98,98,98
2006-10-01,ExpressJet Airlines,112,112,112,112,112,112
2006-10-01,Frontier Airlines,41,41,41,41,41,41
2006-10-01,Hawaiian Airlines,14,14,14,14,14,14
2006-10-01,JetBlue Airways,43,43,43,43,43,43
2006-10-01,Mesa Airlines,115,115,115,115,115,115
2006-10-01,Northwest Airlines,106,106,106,106,106,106
2006-10-01,SkyWest Airlines,128,128,128,128,128,128
2006-10-01,Southwest Airlines,63,63,63,63,63,63
2006-10-01,US Airways,83,83,83,83,83,83
2006-10-01,United Air Lines,77,77,77,77,77,77
2006-11-01,ATA Airlines d/b/a ATA,13,13,13,13,13,13
2006-11-01,AirTran Airways,48,48,48,48,48,48
2006-11-01,Alaska Airlines,45,45,45,45,45,45
2006-11-01,Aloha Airlines,11,11,11,11,11,11
2006-11-01,American Airlines,76,76,76,76,76,76
2006-11-01,American Eagle Airlines,113,113,113,113,113,113
2006-11-01,Atlantic Southeast Airlines,136,136,136,136,136,136
2006-11-01,Comair,93,96,93,93,93,93
2006-11-01,Continental Air Lines,69,69,69,69,69,69
2006-11-01,Delta Air Lines,98,98,98,98,98,98
2006-11-01,ExpressJet Airlines,112,112,112,112,112,112
2006-11-01,Frontier Airlines,39,39,39,39,39,39
2006-11-01,Hawaiian Airlines,14,14,14,14,14,14
2006-11-01,JetBlue Airways,44,44,44,44,44,44
2006-11-01,Mesa Airlines,112,112,112,112,112,112
2006-11-01,Northwest Airlines,104,105,104,104,104,104
2006-11-01,SkyWest Airlines,128,128,128,128,128,128
2006-11-01,Southwest Airlines,63,63,63,63,63,63
2006-11-01,US Airways,81,81,81,81,81,81
2006-11-01,United Air Lines,75,75,75,75,75,75
2006-12-01,ATA Airlines d/b/a ATA,13,13,13,13,13,13
2006-12-01,AirTran Airways,47,47,47,47,47,47
2006-12-01,Alaska Airlines,45,45,45,45,45,45
2006-12-01,Aloha Airlines,11,11,11,11,11,11
2006-12-01,American Airlines,80,80,80,80,80,80
2006-12-01,American Eagle Airlines,115,115,115,115,115,115
2006-12-01,Atlantic Southeast Airlines,138,138,138,138,138,138
2006-12-01,Comair,96,99,96,96,96,96
2006-12-01,Continental Air Lines,71,71,71,71,71,71
2006-12-01,Delta Air Lines,104,104,104,104,104,104
2006-12-01,ExpressJet Airlines,113,113,113,113,113,113
2006-12-01,Frontier Airlines,39,39,39,39,39,39
2006-12-01,Hawaiian Airlines,14,14,14,14,14,14
2006-12-01,JetBlue Airways,44,44,44,44,44,44
2006-12-01,Mesa Airlines,115,115,115,115,115,115
2006-12-01,Northwest Airlines,108,108,108,108,108,108
2006-12-01,SkyWest Airlines,128,128,128,128,128,128
2006-12-01,Southwest Airlines,63,63,63,63,63,63
2006-12-01,US Airways,82,82,82,82,82,82
2006-12-01,United Air Lines,80,80,80,80,80,80
2006-2-01,ATA Airlines d/b/a ATA,12,12,12,12,12,12
2006-2-01,AirTran Airways,46,46,46,46,46,46
2006-2-01,Alaska Airlines,46,46,46,46,46,46
2006-2-01,American Airlines,84,84,84,84,84,84
2006-2-01,American Eagle Airlines,111,111,111,111,111,111
2006-2-01,Atlantic Southeast Airlines,132,132,132,132,132,132
2006-2-01,Comair,103,106,103,103,103,103
2006-2-01,Continental Air Lines,72,72,72,72,72,72
2006-2-01,Delta Air Lines,98,98,98,98,98,98
2006-2-01,ExpressJet Airlines,117,117,117,117,117,117
2006-2-01,Frontier Airlines,37,37,37,37,37,37
2006-2-01,Hawaiian Airlines,14,14,14,14,14,14
2006-2-01,JetBlue Airways,32,32,32,32,32,32
2006-2-01,Mesa Airlines,122,122,122,122,122,122
2006-2-01,Northwest Airlines,109,109,109,109,109,109
2006-2-01,SkyWest Airlines,122,122,122,122,122,122
2006-2-01,Southwest Airlines,62,62,62,62,62,62
2006-2-01,US Airways,78,78,78,78,78,78
2006-2-01,United Air Lines,84,84,84,84,84,84
2006-3-01,ATA Airlines d/b/a ATA,12,12,12,12,12,12
2006-3-01,AirTran Airways,46,46,46,46,46,46
2006-3-01,Alaska Airlines,46,46,46,46,46,46
2006-3-01,American Airlines,85,85,85,85,85,85
2006-3-01,American Eagle Airlines,113,113,113,113,113,113
2006-3-01,Atlantic Southeast Airlines,131,132,131,131,131,131
2006-3-01,Comair,103,103,103,103,103,103
2006-3-01,Continental Air Lines,71,71,71,71,71,71
2006-3-01,Delta Air Lines,98,98,98,98,98,98
2006-3-01,ExpressJet Airlines,116,116,116,116,116,116
2006-3-01,Frontier Airlines,37,37,37,37,37,37
2006-3-01,Hawaiian Airlines,14,14,14,14,14,14
2006-3-01,JetBlue Airways,33,33,33,33,33,33
2006-3-01,Mesa Airlines,117,117,117,117,117,117
2006-3-01,Northwest Airlines,106,106,106,106,106,106
2006-3-01,SkyWest Airlines,128,128,128,128,128,128
2006-3-01,Southwest Airlines,62,62,62,62,62,62
2006-3-01,US Airways,79,79,79,79,79,79
2006-3-01,United Air Lines,84,84,84,84,84,84
2006-4-01,ATA Airlines d/b/a ATA,16,16,16,16,16,16
2006-4-01,AirTran Airways,48,48,48,48,48,48
2006-4-01,Alaska Airlines,46,46,46,46,46,46
2006-4-01,Aloha Airlines,11,11,11,11,11,11
2006-4-01,American Airlines,85,85,85,85,85,85
2006-4-01,American Eagle Airlines,116,116,116,116,116,116
2006-4-01,Atlantic Southeast Airlines,129,129,129,129,129,129
2006-4-01,Comair,104,104,104,104,104,104
2006-4-01,Continental Air Lines,77,77,77,77,77,77
2006-4-01,Delta Air Lines,98,98,98,98,98,98
2006-4-01,ExpressJet Airlines,116,117,116,116,116,116
2006-4-01,Frontier Airlines,39,39,39,39,39,39
2006-4-01,Hawaiian Airlines,14,14,14,14,14,14
2006-4-01,JetBlue Airways,34,34,34,34,34,34
2006-4-01,Mesa Airlines,120,120,120,120,120,120
2006-4-01,Northwest Airlines,106,106,106,106,106,106
2006-4-01,SkyWest Airlines,128,128,128,128,128,128
2006-4-01,Southwest Airlines,62,62,62,62,62,62
2006-4-01,US Airways,80,80,80,80,80,80
2006-4-01,United Air Lines,84,84,84,84,84,84
2006-5-01,ATA Airlines d/b/a ATA,13,13,13,13,13,13
2006-5-01,AirTran Airways,49,49,49,49,49,49
2006-5-01,Alaska Airlines,46,46,46,46,46,46
2006-5-01,Aloha Airlines,11,11,11,11,11,11
2006-5-01,American Airlines,78,78,78,78,78,78
2006-5-01,American Eagle Airlines,116,116,116,116,116,116
2006-5-01,Atlantic Southeast Airlines,133,133,133,133,133,133
2006-5-01,Comair,101,105,101,101,101,101
2006-5-01,Continental Air Lines,72,72,72,72,72,72
2006-5-01,Delta Air Lines,95,95,95,95,95,95
2006-5-01,ExpressJet Airlines,115,115,115,115,115,115
2006-5-01,Frontier Airlines,40,40,40,40,40,40
2006-5-01,Hawaiian Airlines,14,14,14,14,14,14
2006-5-01,JetBlue Airways,34,34,34,34,34,34
2006-5-01,Mesa Airlines,120,120,120,120,120,120
2006-5-01,Northwest Airlines,107,107,107,107,107,107
2006-5-01,SkyWest Airlines,129,129,129,129,129,129
2006-5-01,Southwest Airlines,62,62,62,62,62,62
2006-5-01,US Airways,81,81,81,81,81,81
2006-5-01,United Air Lines,79,79,79,79,79,79
2006-6-01,ATA Airlines d/b/a ATA,14,14,14,14,14,14
2006-6-01,AirTran Airways,49,49,49,49,49,49
2006-6-01,Alaska Airlines,47,47,47,47,47,47
2006-6-01,Aloha Airlines,11,11,11,11,11,11
2006-6-01,American Airlines,80,80,80,80,80,80
2006-6-01,American Eagle Airlines,117,117,117,117,117,117
2006-6-01,Atlantic Southeast Airlines,148,150,148,148,148,148
2006-6-01,Comair,108,108,108,108,108,108
2006-6-01,Continental Air Lines,71,71,71,71,71,71
2006-6-01,Delta Air Lines,101,101,101,101,101,101
2006-6-01,ExpressJet Airlines,116,116,116,116,116,116
2006-6-01,Frontier Airlines,41,41,41,41,41,41
2006-6-01,Hawaiian Airlines,14,14,14,14,14,14
2006-6-01,JetBlue Airways,36,36,36,36,36,36
2006-6-01,Mesa Airlines,119,119,119,119,119,119
2006-6-01,Northwest Airlines,106,106,106,106,106,106
2006-6-01,SkyWest Airlines,131,131,131,131,131,131
2006-6-01,Southwest Airlines,62,62,62,62,62,62
2006-6-01,US Airways,81,83,81,81,81,81
2006-6-01,United Air Lines,79,79,79,79,79,79
2006-7-01,ATA Airlines d/b/a ATA,14,14,14,14,14,14
2006-7-01,AirTran Airways,49,49,49,49,49,49
2006-7-01,Alaska Airlines,46,46,46,46,46,46
2006-7-01,Aloha Airlines,11,11,11,11,11,11
2006-7-01,American Airlines,80,80,80,80,80,80
2006-7-01,American Eagle Airlines,117,117,117,117,117,117
2006-7-01,Atlantic Southeast Airlines,146,146,146,146,146,146
2006-7-01,Comair,105,105,105,105,105,105
2006-7-01,Continental Air Lines,70,70,70,70,70,70
2006-7-01,Delta Air Lines,100,100,100,100,100,100
2006-7-01,ExpressJet Airlines,116,116,116,116,116,116
2006-7-01,Frontier Airlines,41,41,41,41,41,41
2006-7-01,Hawaiian Airlines,14,14,14,14,14,14
2006-7-01,JetBlue Airways,38,38,38,38,38,38
2006-7-01,Mesa Airlines,115,115,115,115,115,115
2006-7-01,Northwest Airlines,102,102,102,102,102,102
2006-7-01,SkyWest Airlines,130,130,130,130,130,130
2006-7-01,Southwest Airlines,62,62,62,62,62,62
2006-7-01,US Airways,83,83,83,83,83,83
2006-7-01,United Air Lines,79,79,79,79,79,79
2006-8-01,ATA Airlines d/b/a ATA,14,14,14,14,14,14
2006-8-01,AirTran Airways,49,49,49,49,49,49
2006-8-01,Alaska Airlines,46,46,46,46,46,46
2006-8-01,Aloha Airlines,11,11,11,11,11,11
2006-8-01,American Airlines,80,80,80,80,80,80
2006-8-01,American Eagle Airlines,117,117,117,117,117,117
2006-8-01,Atlantic Southeast Airlines,147,147,147,147,147,147
2006-8-01,Comair,104,104,104,104,104,104
2006-8-01,Continental Air Lines,68,68,68,68,68,68
2006-8-01,Delta Air Lines,99,99,99,99,99,99
2006-8-01,ExpressJet Airlines,117,117,117,117,117,117
2006-8-01,Frontier Airlines,42,42,42,42,42,42
2006-8-01,Hawaiian Airlines,14,14,14,14,14,14
2006-8-01,JetBlue Airways,39,39,39,39,39,39
2006-8-01,Mesa Airlines,118,118,118,118,118,118
2006-8-01,Northwest Airlines,106,106,106,106,106,106
2006-8-01,SkyWest Airlines,133,133,133,133,133,133
2006-8-01,Southwest Airlines,62,62,62,62,62,62
2006-8-01,US Airways,83,83,83,83,83,83
2006-8-01,United Air Lines,79,79,79,79,79,79
2006-9-01,ATA Airlines d/b/a ATA,13,13,13,13,13,13
2006-9-01,AirTran Airways,49,49,49,49,49,49
2006-9-01,Alaska Airlines,45,45,45,45,45,45
2006-9-01,Aloha Airlines,11,11,11,11,11,11
2006-9-01,American Airlines,80,80,80,80,80,80
2006-9-01,American Eagle Airlines,117,117,117,117,117,117
2006-9-01,Atlantic Southeast Airlines,153,153,153,153,153,153
2006-9-01,Comair,108,109,108,108,108,108
2006-9-01,Continental Air Lines,71,71,71,71,71,71
2006-9-01,Delta Air Lines,101,102,101,101,101,101
2006-9-01,ExpressJet Airlines,117,117,117,117,117,117
2006-9-01,Frontier Airlines,43,43,43,43,43,43
2006-9-01,Hawaiian Airlines,14,14,14,14,14,14
2006-9-01,JetBlue Airways,42,42,42,42,42,42
2006-9-01,Mesa Airlines,119,119,119,119,119,119
2006-9-01,Northwest Airlines,105,105,105,105,105,105
2006-9-01,SkyWest Airlines,132,132,132,132,132,132
2006-9-01,Southwest Airlines,62,62,62,62,62,62
2006-9-01,US Airways,84,84,84,84,84,84
2006-9-01,United Air Lines,79,79,79,79,79,79
2007-1-01,AirTran Airways,49,49,49,49,49,49
2007-1-01,Alaska Airlines,45,45,45,45,45,45
2007-1-01,Aloha Airlines,11,11,11,11,11,11
2007-1-01,American Airlines,80,80,80,80,80,80
2007-1-01,American Eagle Airlines,116,116,116,116,116,116
2007-1-01,Atlantic Southeast Airlines,139,139,139,139,139,139
2007-1-01,Comair,95,97,95,95,95,95
2007-1-01,Continental Air Lines,68,68,68,68,68,68
2007-1-01,Delta Air Lines,102,102,102,102,102,102
2007-1-01,ExpressJet Airlines,114,114,114,114,114,114
2007-1-01,Frontier Airlines,41,41,41,41,41,41
2007-1-01,Hawaiian Airlines,14,14,14,14,14,14
2007-1-01,JetBlue Airways,45,45,45,45,45,45
2007-1-01,Mesa Airlines,119,119,119,119,119,119
2007-1-01,Northwest Airlines,108,108,108,108,108,108
2007-1-01,Pinnacle Airlines,111,111,111,111,111,111
2007-1-01,SkyWest Airlines,133,133,133,133,133,133
2007-1-01,Southwest Airlines,63,63,63,63,63,63
2007-1-01,US Airways,81,81,81,81,81,81
2007-1-01,United Air Lines,80,80,80,80,80,80
2007-10-01,AirTran Airways,55,55,55,55,55,55
2007-10-01,Alaska Airlines,45,45,45,45,45,45
2007-10-01,Aloha Airlines,11,11,11,11,11,11
2007-10-01,American Airlines,76,76,76,76,76,76
2007-10-01,American Eagle Airlines,114,114,114,114,114,114
2007-10-01,Atlantic Southeast Airlines,129,131,129,129,129,129
2007-10-01,Comair,84,90,84,84,84,84
2007-10-01,Continental Air Lines,72,72,72,72,72,72
2007-10-01,Delta Air Lines,93,93,93,93,93,93
2007-10-01,ExpressJet Airlines,120,120,120,120,120,120
2007-10-01,Frontier Airlines,44,44,44,44,44,44
2007-10-01,Hawaiian Airlines,14,14,14,14,14,14
2007-10-01,JetBlue Airways,47,47,47,47,47,47
2007-10-01,Mesa Airlines,116,116,116,116,116,116
2007-10-01,Northwest Airlines,99,99,99,99,99,99
2007-10-01,Pinnacle Airlines,113,113,113,113,113,113
2007-10-01,SkyWest Airlines,149,149,149,149,149,149
2007-10-01,Southwest Airlines,64,64,64,64,64,64
2007-10-01,US Airways,82,82,82,82,82,82
2007-10-01,United Air Lines,80,80,80,80,80,80
2007-11-01,AirTran Airways,55,55,55,55,55,55
2007-11-01,Alaska Airlines,45,45,45,45,45,45
2007-11-01,Aloha Airlines,11,11,11,11,11,11
2007-11-01,American Airlines,76,76,76,76,76,76
2007-11-01,American Eagle Airlines,114,114,114,114,114,114
2007-11-01,Atlantic Southeast Airlines,126,127,126,126,126,126
2007-11-01,Comair,82,85,82,82,82,82
2007-11-01,Continental Air Lines,72,72,72,72,72,72
2007-11-01,Delta Air Lines,92,92,92,92,92,92
2007-11-01,ExpressJet Airlines,124,124,124,124,124,124
2007-11-01,Frontier Airlines,47,47,47,47,47,47
2007-11-01,Hawaiian Airlines,14,14,14,14,14,14
2007-11-01,JetBlue Airways,47,47,47,47,47,47
2007-11-01,Mesa Airlines,118,118,118,118,118,118
2007-11-01,Northwest Airlines,100,100,100,100,100,100
2007-11-01,Pinnacle Airlines,115,115,115,115,115,115
2007-11-01,SkyWest Airlines,147,147,147,147,147,147
2007-11-01,Southwest Airlines,64,64,64,64,64,64
2007-11-01,US Airways,81,81,81,81,81,81
2007-11-01,United Air Lines,78,78,78,78,78,78
2007-12-01,AirTran Airways,54,54,54,54,54,54
2007-12-01,Alaska Airlines,45,45,45,45,45,45
2007-12-01,Aloha Airlines,11,11,11,11,11,11
2007-12-01,American Airlines,80,80,80,80,80,80
2007-12-01,American Eagle Airlines,113,113,113,113,113,113
2007-12-01,Atlantic Southeast Airlines,127,128,127,127,127,127
2007-12-01,Comair,88,88,88,88,88,88
2007-12-01,Continental Air Lines,74,74,74,74,74,74
2007-12-01,Delta Air Lines,98,98,98,98,98,98
2007-12-01,ExpressJet Airlines,126,126,126,126,126,126
2007-12-01,Frontier Airlines,45,45,45,45,45,45
2007-12-01,Hawaiian Airlines,14,14,14,14,14,14
2007-12-01,JetBlue Airways,47,47,47,47,47,47
2007-12-01,Mesa Airlines,120,120,120,120,120,120
2007-12-01,Northwest Airlines,97,97,97,97,97,97
2007-12-01,Pinnacle Airlines,119,119,119,119,119,119
2007-12-01,SkyWest Airlines,149,149,149,149,149,149
2007-12-01,Southwest Airlines,64,64,64,64,64,64
2007-12-01,US Airways,82,82,82,82,82,82
2007-12-01,United Air Lines,83,83,83,83,83,83
2007-2-01,AirTran Airways,50,50,50,50,50,50
2007-2-01,Alaska Airlines,45,45,45,45,45,45
2007-2-01,Aloha Airlines,11,11,11,11,11,11
2007-2-01,American Airlines,80,80,80,80,80,80
2007-2-01,American Eagle Airlines,116,116,116,116,116,116
2007-2-01,Atlantic Southeast Airlines,138,138,138,138,138,138
2007-2-01,Comair,97,98,97,97,97,97
2007-2-01,Continental Air Lines,69,69,69,69,69,69
2007-2-01,Delta Air Lines,100,100,100,100,100,100
2007-2-01,ExpressJet Airlines,112,112,112,112,112,112
2007-2-01,Frontier Airlines,40,40,40,40,40,40
2007-2-01,Hawaiian Airlines,14,14,14,14,14,14
2007-2-01,JetBlue Airways,46,46,46,46,46,46
2007-2-01,Mesa Airlines,113,113,113,113,113,113
2007-2-01,Northwest Airlines,108,108,108,108,108,108
2007-2-01,Pinnacle Airlines,109,109,109,109,109,109
2007-2-01,SkyWest Airlines,135,135,135,135,135,135
2007-2-01,Southwest Airlines,63,63,63,63,63,63
2007-2-01,US Airways,81,81,81,81,81,81
2007-2-01,United Air Lines,83,83,83,83,83,83
2007-3-01,AirTran Airways,50,50,50,50,50,50
2007-3-01,Alaska Airlines,45,45,45,45,45,45
2007-3-01,Aloha Airlines,11,11,11,11,11,11
2007-3-01,American Airlines,80,80,80,80,80,80
2007-3-01,American Eagle Airlines,116,116,116,116,116,116
2007-3-01,Atlantic Southeast Airlines,137,137,137,137,137,137
2007-3-01,Comair,94,94,94,94,94,94
2007-3-01,Continental Air Lines,72,72,72,72,72,72
2007-3-01,Delta Air Lines,101,101,101,101,101,101
2007-3-01,ExpressJet Airlines,111,111,111,111,111,111
2007-3-01,Frontier Airlines,41,41,41,41,41,41
2007-3-01,Hawaiian Airlines,14,14,14,14,14,14
2007-3-01,JetBlue Airways,46,46,46,46,46,46
2007-3-01,Mesa Airlines,114,114,114,114,114,114
2007-3-01,Northwest Airlines,105,105,105,105,105,105
2007-3-01,Pinnacle Airlines,109,109,109,109,109,109
2007-3-01,SkyWest Airlines,134,134,134,134,134,134
2007-3-01,Southwest Airlines,63,63,63,63,63,63
2007-3-01,US Airways,81,81,81,81,81,81
2007-3-01,United Air Lines,83,83,83,83,83,83
2007-4-01,AirTran Airways,50,50,50,50,50,50
2007-4-01,Alaska Airlines,45,45,45,45,45,45
2007-4-01,Aloha Airlines,11,11,11,11,11,11
2007-4-01,American Airlines,81,81,81,81,81,81
2007-4-01,American Eagle Airlines,117,117,117,117,117,117
2007-4-01,Atlantic Southeast Airlines,143,143,143,143,143,143
2007-4-01,Comair,96,97,96,96,96,96
2007-4-01,Continental Air Lines,77,78,77,77,77,77
2007-4-01,Delta Air Lines,100,100,100,100,100,100
2007-4-01,ExpressJet Airlines,115,115,115,115,115,115
2007-4-01,Frontier Airlines,42,42,42,42,42,42
2007-4-01,Hawaiian Airlines,14,14,14,14,14,14
2007-4-01,JetBlue Airways,46,46,46,46,46,46
2007-4-01,Mesa Airlines,116,116,116,116,116,116
2007-4-01,Northwest Airlines,105,105,105,105,105,105
2007-4-01,Pinnacle Airlines,109,110,109,109,109,109
2007-4-01,SkyWest Airlines,139,139,139,139,139,139
2007-4-01,Southwest Airlines,63,63,63,63,63,63
2007-4-01,US Airways,81,81,81,81,81,81
2007-4-01,United Air Lines,84,84,84,84,84,84
2007-5-01,AirTran Airways,54,54,54,54,54,54
2007-5-01,Alaska Airlines,45,45,45,45,45,45
2007-5-01,Aloha Airlines,11,11,11,11,11,11
2007-5-01,American Airlines,76,76,76,76,76,76
2007-5-01,American Eagle Airlines,116,116,116,116,116,116
2007-5-01,Atlantic Southeast Airlines,142,143,142,142,142,142
2007-5-01,Comair,89,92,89,89,89,89
2007-5-01,Continental Air Lines,71,71,71,71,71,71
2007-5-01,Delta Air Lines,94,94,94,94,94,94
2007-5-01,ExpressJet Airlines,116,116,116,116,116,116
2007-5-01,Frontier Airlines,44,44,44,44,44,44
2007-5-01,Hawaiian Airlines,14,14,14,14,14,14
2007-5-01,JetBlue Airways,48,48,48,48,48,48
2007-5-01,Mesa Airlines,112,112,112,112,112,112
2007-5-01,Northwest Airlines,105,105,105,105,105,105
2007-5-01,Pinnacle Airlines,111,111,111,111,111,111
2007-5-01,SkyWest Airlines,142,142,142,142,142,142
2007-5-01,Southwest Airlines,63,63,63,63,63,63
2007-5-01,US Airways,81,81,81,81,81,81
2007-5-01,United Air Lines,78,78,78,78,78,78
2007-6-01,AirTran Airways,55,55,55,55,55,55
2007-6-01,Alaska Airlines,46,46,46,46,46,46
2007-6-01,Aloha Airlines,11,11,11,11,11,11
2007-6-01,American Airlines,78,78,78,78,78,78
2007-6-01,American Eagle Airlines,117,117,117,117,117,117
2007-6-01,Atlantic Southeast Airlines,144,144,144,144,144,144
2007-6-01,Comair,99,101,99,99,99,99
2007-6-01,Continental Air Lines,72,72,72,72,72,72
2007-6-01,Delta Air Lines,98,98,98,98,98,98
2007-6-01,ExpressJet Airlines,125,125,125,125,125,125
2007-6-01,Frontier Airlines,44,44,44,44,44,44
